PVSYST 7.4.7
,File,File date,Description
Project,standalonw with shading 24-02-2026_Project.PRJ,25/03/26 16h53,standalonw with shading 24-02-2026,
Geographical Site,George Town_MN81.SIT,25/03/26 16h53,George Town;India;Asia;,
Weather data,George Town_MN81_SYN.MET,29/12/25 19h12,George Town;Meteonorm 8.1 (1996-2015);Synthetic,
Simulation variant,standalonw with shading 24-02-2026_Project.VC0,25/03/26 16h53,New simulation variant,
Simulation date,,25/03/26 21h05

Simulation:,Hourly values, from 01/01/90, to 31/12/90 

date,GlobHor,T_Amb,WindVel,GlobInc,TArray,E_Solar
    ,W/m²,°C,m/s,W/m²,°C,kW

01/01/90 00:00,0,24.84,0.6999,0,0,0
01/01/90 01:00,0,26.28,0.3,0,0,0
01/01/90 02:00,0,26.03,0.2,0,0,0
01/01/90 03:00,0,25.98,0.4999,0,0,0
01/01/90 04:00,0,25.89,0.4999,0,0,0
01/01/90 05:00,0,25.84,0.8999,0,0,0
01/01/90 06:00,0.9942,25.83,0.4999,0,0,0
01/01/90 07:00,45.097,26.26,1.5001,43.526,27.748,8.3449
01/01/90 08:00,111.81,26.8,0.8999,108.61,30.457,31.698
01/01/90 09:00,182.7,27.4,3.7,178.55,33.405,56.861
01/01/90 10:00,242.3,27.93,2.3,238.4,35.964,78.088
01/01/90 11:00,261.6,28.41,1.9,258.21,37.143,84.973
01/01/90 12:00,239.5,28.67,2.3,235.8,36.651,77.261
01/01/90 13:00,217.91,28.81,2.6999,215.31,36.108,70.132
01/01/90 14:00,176.8,28.84,1.7,173.92,34.725,55.14
01/01/90 15:00,126.9,28.66,3.4001,124.37,32.867,37.236
01/01/90 16:00,61.998,28.28,1.5001,59.865,30.318,14.029
01/01/90 17:00,4.2049,27.69,2.1,0,0,0
01/01/90 18:00,0,26.87,1.1001,0,0,0
01/01/90 19:00,0,27.03,1.1001,0,0,0
01/01/90 20:00,0,26.31,1.2001,0,0,0
01/01/90 21:00,0,26.14,0.4,0,0,0
01/01/90 22:00,0,25.89,0.2,0,0,0
01/01/90 23:00,0,25.62,0.2,0,0,0
02/01/90 00:00,0,25.19,0.3,0,0,0
02/01/90 01:00,0,24.76,2.1,0,0,0
02/01/90 02:00,0,24.44,3.7,0,0,0
02/01/90 03:00,0,24.18,2.4999,0,0,0
02/01/90 04:00,0,23.92,3.4001,0,0,0
02/01/90 05:00,0,23.74,1.9,0,0,0
02/01/90 06:00,1.2061,23.74,2.4999,0,0,0
02/01/90 07:00,91.905,24.53,0.5999,92.402,27.47,24.26
02/01/90 08:00,257.9,25.81,0.8999,266.19,34.496,85.585
02/01/90 09:00,399.3,27.1,0.7999,416.85,41.139,137.37
02/01/90 10:00,472.5,28.13,1.2001,495.99,45.065,163.59
02/01/90 11:00,570.4,29.12,0.4999,610.11,50.393,201.36
02/01/90 12:00,529.9,29.71,1.7,570.36,49.755,190.1
02/01/90 13:00,361.1,29.76,2.1,364.84,42.237,120.92
02/01/90 14:00,301.6,29.62,0.8999,306.33,40.075,101.63
02/01/90 15:00,282.9,29.45,1.7,310.42,40.078,103.38
02/01/90 16:00,144.5,28.92,0.8999,164.98,34.379,50.573
02/01/90 17:00,4.1071,28.1,1.2001,0,0,0
02/01/90 18:00,0,27.55,0.3,0,0,0
02/01/90 19:00,0,27,0.2,0,0,0
02/01/90 20:00,0,26.44,0.1,0,0,0
02/01/90 21:00,0,25.89,0.1,0,0,0
02/01/90 22:00,0,25.33,0,0,0,0
02/01/90 23:00,0,24.78,0,0,0,0
03/01/90 00:00,0,24.43,0,0,0,0
03/01/90 01:00,0,23.87,0,0,0,0
03/01/90 02:00,0,23.31,0.1,0,0,0
03/01/90 03:00,0,23.02,0.1,0,0,0
03/01/90 04:00,0,22.73,0.1,0,0,0
03/01/90 05:00,0,22.53,0.1,0,0,0
03/01/90 06:00,1.695,22.56,0.1,0,0,0
03/01/90 07:00,140.6,24.09,0.2,153.78,28.354,38.843
03/01/90 08:00,308.8,25.54,0.4999,328.23,36.092,104.58
03/01/90 09:00,412.8,26.79,0.8999,431.49,41.323,142.25
03/01/90 10:00,580,28.19,3.2001,623.32,49.624,203.64
03/01/90 11:00,772.5,29.74,3.2001,860.7,60.368,273.65
03/01/90 12:00,696.7,30.63,4.2,785.35,58.89,255.02
03/01/90 13:00,674.21,31.25,2.6999,782.07,59.537,254.48
03/01/90 14:00,595.5,31.55,1.2001,726,57.765,238.41
03/01/90 15:00,429.6,31.42,2.1,549.51,50.707,181.92
03/01/90 16:00,226.71,30.71,5.4001,314.77,40.952,98.979
03/01/90 17:00,20.699,29.55,9.1001,19.234,30.224,1.4426
03/01/90 18:00,0,28.81,6.4,0,0,0
03/01/90 19:00,0,28.08,2.4999,0,0,0
03/01/90 20:00,0,27.35,1.9,0,0,0
03/01/90 21:00,0,26.62,2.1,0,0,0
03/01/90 22:00,0,25.89,1.5001,0,0,0
03/01/90 23:00,0,25.16,1.5001,0,0,0
04/01/90 00:00,0,24.64,1.2001,0,0,0
04/01/90 01:00,0,23.84,1.1001,0,0,0
04/01/90 02:00,0,23.03,2.4999,0,0,0
04/01/90 03:00,0,22.61,2.8999,0,0,0
04/01/90 04:00,0,22.19,3.4001,0,0,0
04/01/90 05:00,0,21.9,1.1001,0,0,0
04/01/90 06:00,0.9942,21.88,0.3,0,0,0
04/01/90 07:00,116.79,23.07,0.3,121.02,26.726,32.385
04/01/90 08:00,288.3,24.5,0.4,305.08,34.321,97.756
04/01/90 09:00,471.99,26.02,0.3,504.33,43.031,165.95
04/01/90 10:00,580.3,27.32,0.7999,624.74,48.796,204.8
04/01/90 11:00,705.69,28.56,0.6999,784.19,56.335,253.84
04/01/90 12:00,713.4,29.45,2.4999,808.29,58.595,263.1
04/01/90 13:00,690.9,30.06,0.7999,803.05,59.126,261.75
04/01/90 14:00,588.01,30.32,0.4999,710.4,55.894,234.83
04/01/90 15:00,401.99,30.11,0.5999,505.14,47.77,168.58
04/01/90 16:00,191.8,29.32,0.8999,251.12,37.531,79.332
04/01/90 17:00,18.906,28.22,1.7,17.313,28.829,1.0324
04/01/90 18:00,0,27.56,1.5001,0,0,0
04/01/90 19:00,0,26.9,1.9,0,0,0
04/01/90 20:00,0,26.24,0.4,0,0,0
04/01/90 21:00,0,25.58,0.8999,0,0,0
04/01/90 22:00,0,24.92,0.6999,0,0,0
04/01/90 23:00,0,24.38,0.6999,0,0,0
05/01/90 00:00,0,23.79,2.4999,0,0,0
05/01/90 01:00,0,23.17,3.2001,0,0,0
05/01/90 02:00,0,22.54,2.4999,0,0,0
05/01/90 03:00,0,22.2,1.2001,0,0,0
05/01/90 04:00,0,21.87,2.3,0,0,0
05/01/90 05:00,0,21.63,1.4001,0,0,0
05/01/90 06:00,3.5041,21.67,2.1,0,0,0
05/01/90 07:00,151.51,23.28,0.8999,164.49,27.862,42.519
05/01/90 08:00,376.89,25.2,0.7999,410.94,38.252,129.14
05/01/90 09:00,485.6,26.66,0.5999,518.31,44.159,169.92
05/01/90 10:00,574.49,27.86,0.4,617.72,49.095,202.25
05/01/90 11:00,612.21,28.77,0.5999,664.09,52.036,218.11
05/01/90 12:00,437.7,28.93,0.6999,454.91,44.668,152
05/01/90 13:00,523.01,29.25,2.1,571.7,49.386,191.32
05/01/90 14:00,477.41,29.39,1.9,536.44,48.258,179.99
05/01/90 15:00,382.7,29.28,1.9,463.41,45.392,155.17
05/01/90 16:00,254.4,28.8,3.7,356.93,40.412,113.2
05/01/90 17:00,30.2,27.78,4.7999,30.07,28.798,3.8375
05/01/90 18:00,0,27.01,3.7,0,0,0
05/01/90 19:00,0,26.24,0.8999,0,0,0
05/01/90 20:00,0,25.47,2.1,0,0,0
05/01/90 21:00,0,24.7,1.9,0,0,0
05/01/90 22:00,0,24,1.1001,0,0,0
05/01/90 23:00,0,23.11,1.5001,0,0,0
06/01/90 00:00,0,22.43,3.2001,0,0,0
06/01/90 01:00,0,21.71,3.2001,0,0,0
06/01/90 02:00,0,21,3.7,0,0,0
06/01/90 03:00,0,20.62,2.8999,0,0,0
06/01/90 04:00,0,20.25,1.5001,0,0,0
06/01/90 05:00,0,19.99,1.2001,0,0,0
06/01/90 06:00,2.0047,20,1.5001,0,0,0
06/01/90 07:00,143.1,21.51,1.5001,157.34,25.808,39.784
06/01/90 08:00,352.4,23.5,1.4001,384.09,35.675,121.61
06/01/90 09:00,567.5,25.37,0.6999,623.03,46.457,203.35
06/01/90 10:00,723.51,27.07,1.2001,802.62,54.948,256.41
06/01/90 11:00,777.5,28.37,2.4999,870.64,59.377,278.21
06/01/90 12:00,811.31,29.38,4.4999,928.92,63.175,296.68
06/01/90 13:00,732.8,29.94,5.8,858.71,61.172,277.76
06/01/90 14:00,616.1,30.13,6.4,750.18,57.225,246.79
06/01/90 15:00,438,29.82,4.2,566.56,49.74,188.9
06/01/90 16:00,229.59,28.96,1.4001,309.19,39.06,98.425
06/01/90 17:00,20.992,27.68,0.3,19.508,28.362,1.5373
06/01/90 18:00,0,26.96,0.3,0,0,0
06/01/90 19:00,0,26.25,0.1,0,0,0
06/01/90 20:00,0,25.54,0.2,0,0,0
06/01/90 21:00,0,24.83,0.1,0,0,0
06/01/90 22:00,0,24.21,0.1,0,0,0
06/01/90 23:00,0,23.39,0,0,0,0
07/01/90 00:00,0,22.72,0.1,0,0,0
07/01/90 01:00,0,22.02,0,0,0,0
07/01/90 02:00,0,21.32,0.1,0,0,0
07/01/90 03:00,0,20.95,0.2,0,0,0
07/01/90 04:00,0,20.59,0.2,0,0,0
07/01/90 05:00,0,20.34,0.1,0,0,0
07/01/90 06:00,1.7928,20.35,0.1,0,0,0
07/01/90 07:00,136.4,21.78,0.2,148.11,25.872,37.451
07/01/90 08:00,337.8,23.7,0.2,364.65,35.292,115.77
07/01/90 09:00,536,25.43,0.3,586.4,45.26,192.11
07/01/90 10:00,682.5,27.03,0.5999,753.61,53.136,242.66
07/01/90 11:00,792.91,28.44,1.1001,890.55,60.22,283.72
07/01/90 12:00,808.1,29.48,0.5999,925.05,63.14,295.59
07/01/90 13:00,763.19,30.14,2.1,897.64,62.898,288.35
07/01/90 14:00,622.61,30.36,2.3,753.41,57.544,247.2
07/01/90 15:00,426.39,30.03,0.8999,541.44,49.029,180.6
07/01/90 16:00,234.3,29.2,1.5001,322,39.722,102.48
07/01/90 17:00,20.796,27.93,1.7,19.269,28.605,1.4795
07/01/90 18:00,0,27.26,2.1,0,0,0
07/01/90 19:00,0,26.6,2.3,0,0,0
07/01/90 20:00,0,25.93,1.2001,0,0,0
07/01/90 21:00,0,25.27,1.4001,0,0,0
07/01/90 22:00,0,24.6,0.8999,0,0,0
07/01/90 23:00,0,24,0.8999,0,0,0
08/01/90 00:00,0,23.38,0.4,0,0,0
08/01/90 01:00,0,22.73,0.5999,0,0,0
08/01/90 02:00,0,22.08,1.2001,0,0,0
08/01/90 03:00,0,21.74,0.4,0,0,0
08/01/90 04:00,0,21.41,0.1,0,0,0
08/01/90 05:00,0,21.18,0,0,0,0
08/01/90 06:00,1.695,21.19,0,0,0,0
08/01/90 07:00,126.9,22.46,0.1,136.83,26.306,34.592
08/01/90 08:00,294.1,24.02,0.2,310.78,33.998,99.582
08/01/90 09:00,464.11,25.39,0.5999,493.52,42.03,163.01
08/01/90 10:00,530.29,26.47,2.8999,558.6,45.558,184.51
08/01/90 11:00,571.2,27.32,3.9,608.8,48.494,202.24
08/01/90 12:00,605.49,28,6.4,664.78,51.57,221.35
08/01/90 13:00,609.6,28.52,9.1001,685.8,52.977,227.95
08/01/90 14:00,456.1,28.61,4.7999,509.44,46.485,171.76
08/01/90 15:00,271.01,28.17,1.5001,293.2,38.191,98.022
08/01/90 16:00,138.8,27.45,3.9,153.77,32.566,47.287
08/01/90 17:00,5.3947,26.5,3.9,0,0,0
08/01/90 18:00,0,25.92,2.4999,0,0,0
08/01/90 19:00,0,25.34,1.4001,0,0,0
08/01/90 20:00,0,24.77,1.4001,0,0,0
08/01/90 21:00,0,24.29,3.2001,0,0,0
08/01/90 22:00,0,23.62,2.8999,0,0,0
08/01/90 23:00,0,22.96,3.9,0,0,0
09/01/90 00:00,0,22.4,1.7,0,0,0
09/01/90 01:00,0,21.86,2.4999,0,0,0
09/01/90 02:00,0,21.32,3.2001,0,0,0
09/01/90 03:00,0,21.06,2.4999,0,0,0
09/01/90 04:00,0,20.8,1.1001,0,0,0
09/01/90 05:00,0,20.63,0.5999,0,0,0
09/01/90 06:00,2.7055,20.7,1.4001,0,0,0
09/01/90 07:00,169.6,22.34,1.4001,182.25,27.404,48.048
09/01/90 08:00,332.5,23.95,0.5999,356.04,35.312,113.38
09/01/90 09:00,488.41,25.26,1.9,526.29,43.026,173.52
09/01/90 10:00,580.3,26.39,2.4999,622.18,47.744,204.66
09/01/90 11:00,710.6,27.52,3.2001,787.07,55.36,255.58
09/01/90 12:00,719.5,28.35,1.9,812.32,57.614,265.36
09/01/90 13:00,683.9,28.9,1.2001,788.69,57.36,258.64
09/01/90 14:00,344.1,28.55,1.9,366.62,41.226,123.52
09/01/90 15:00,153.59,27.72,1.4001,151.56,32.84,47.264
09/01/90 16:00,64.899,26.81,1.5001,62.681,28.94,15.164
09/01/90 17:00,8.198,25.92,3.9,0,0,0
09/01/90 18:00,0,25.34,4.2,0,0,0
09/01/90 19:00,0,24.75,2.6999,0,0,0
09/01/90 20:00,0,24.27,1.9,0,0,0
09/01/90 21:00,0,23.6,1.4001,0,0,0
09/01/90 22:00,0,22.93,0.6999,0,0,0
09/01/90 23:00,0,22.26,0.8999,0,0,0
10/01/90 00:00,0,21.5,0.6999,0,0,0
10/01/90 01:00,0,20.7,2.1,0,0,0
10/01/90 02:00,0,19.9,1.1001,0,0,0
10/01/90 03:00,0,19.48,0.6999,0,0,0
10/01/90 04:00,0,19.05,0.6999,0,0,0
10/01/90 05:00,0,18.76,1.1001,0,0,0
10/01/90 06:00,1.695,18.75,0.6999,0,0,0
10/01/90 07:00,155.09,20.39,0.4999,170.23,24.891,42.29
10/01/90 08:00,389.4,22.62,0.8999,424.29,35.976,133.67
10/01/90 09:00,608.7,24.73,3.4001,665.14,47.276,216.23
10/01/90 10:00,777.99,26.56,6.8999,858.7,56.435,272.2
10/01/90 11:00,875.7,28.07,4.2,980.65,63.22,307.95
10/01/90 12:00,895,29.2,6.8999,1022.5,66.628,321.52
10/01/90 13:00,834.69,29.89,9.1001,980.62,65.87,310.84
10/01/90 14:00,707.19,30.14,11.4,866.32,61.706,279.89
10/01/90 15:00,514.79,29.88,10.5,675.15,53.807,222.29
10/01/90 16:00,281.09,28.97,6.4,395.28,41.917,125.84
10/01/90 17:00,23.893,27.51,12.4,22.553,28.294,2.2333
10/01/90 18:00,0,26.83,8.4999,0,0,0
10/01/90 19:00,0,26.15,4.7999,0,0,0
10/01/90 20:00,0,25.48,1.7,0,0,0
10/01/90 21:00,0,24.8,0.3,0,0,0
10/01/90 22:00,0,24.22,0.4,0,0,0
10/01/90 23:00,0,23.44,0.8999,0,0,0
11/01/90 00:00,0,22.88,0.5999,0,0,0
11/01/90 01:00,0,22.32,0.6999,0,0,0
11/01/90 02:00,0,21.76,1.7,0,0,0
11/01/90 03:00,0,21.48,0.8999,0,0,0
11/01/90 04:00,0,21.19,0.8999,0,0,0
11/01/90 05:00,0,21,1.9,0,0,0
11/01/90 06:00,2.4936,21.04,1.5001,0,0,0
11/01/90 07:00,134.39,22.46,1.1001,144.9,26.438,36.047
11/01/90 08:00,302.61,24.13,3.9,319.47,34.366,102.15
11/01/90 09:00,460.5,25.51,4.2,488.4,41.986,161.39
11/01/90 10:00,600.8,26.91,3.2001,644.67,49.069,210.87
11/01/90 11:00,565.6,27.73,1.9,601.63,48.651,199.63
11/01/90 12:00,481.59,28.09,2.6999,504.04,45.603,168.9
11/01/90 13:00,615.4,28.67,0.5999,690.12,53.278,229
11/01/90 14:00,593.3,29.08,5.8,704.83,54.364,233.91
11/01/90 15:00,353.8,28.87,6.8999,407.84,42.973,136.82
11/01/90 16:00,152.7,28.11,6.4,171.61,33.822,53.499
11/01/90 17:00,14.098,27.12,9.8,12.478,27.565,0
11/01/90 18:00,0,26.36,5.4001,0,0,0
11/01/90 19:00,0,25.61,3.2001,0,0,0
11/01/90 20:00,0,24.85,1.9,0,0,0
11/01/90 21:00,0,24.19,1.9,0,0,0
11/01/90 22:00,0,23.32,1.7,0,0,0
11/01/90 23:00,0,22.46,2.4999,0,0,0
12/01/90 00:00,0,21.63,4.4999,0,0,0
12/01/90 01:00,0,20.73,3.2001,0,0,0
12/01/90 02:00,0,19.83,1.7,0,0,0
12/01/90 03:00,0,19.34,0.7999,0,0,0
12/01/90 04:00,0,18.86,0.4,0,0,0
12/01/90 05:00,0,18.51,0.4,0,0,0
12/01/90 06:00,1.9069,18.48,1.1001,0,0,0
12/01/90 07:00,142.4,19.86,0.2,153.08,24.044,38.875
12/01/90 08:00,348.99,21.7,0.2,374.53,33.567,119.59
12/01/90 09:00,534.3,23.55,0.4,580.71,43.172,191.94
12/01/90 10:00,693.1,25.05,0.4999,762.42,51.416,246.96
12/01/90 11:00,789.3,26.33,0.3,881.41,57.68,283.44
12/01/90 12:00,791.29,27.23,1.2001,897.69,59.731,290.57
12/01/90 13:00,731.2,27.75,1.7,853.47,58.744,278.94
12/01/90 14:00,628.7,27.94,1.5001,759.83,55.349,251.76
12/01/90 15:00,457,27.69,0.8999,583.34,48.202,196.07
12/01/90 16:00,251.4,26.9,1.9,343.84,38.186,111.07
12/01/90 17:00,25.001,25.65,3.2001,23.756,26.473,2.547
12/01/90 18:00,0,25.02,3.9,0,0,0
12/01/90 19:00,0,24.51,0.6999,0,0,0
12/01/90 20:00,0,23.78,0.6999,0,0,0
12/01/90 21:00,0,23.05,0.3,0,0,0
12/01/90 22:00,0,22.32,0.1,0,0,0
12/01/90 23:00,0,21.59,0,0,0,0
13/01/90 00:00,0,21.2,0.1,0,0,0
13/01/90 01:00,0,20.82,0.2,0,0,0
13/01/90 02:00,0,20.43,1.1001,0,0,0
13/01/90 03:00,0,20.24,3.4001,0,0,0
13/01/90 04:00,0,20.05,1.2001,0,0,0
13/01/90 05:00,0,19.92,2.1,0,0,0
13/01/90 06:00,3.4063,20,2.8999,0,0,0
13/01/90 07:00,120.49,21.38,1.9,128.44,24.995,32.249
13/01/90 08:00,269,23,1.5001,277.8,31.981,89.824
13/01/90 09:00,177.19,23.27,2.3,173.12,29.073,55.91
13/01/90 10:00,579.6,25.09,2.8999,617.84,46.249,204.23
13/01/90 11:00,487.71,25.96,1.5001,513.8,43.695,172.66
13/01/90 12:00,522.89,26.69,1.7,558.91,46.254,188.59
13/01/90 13:00,428.59,27,1.7,451.43,42.653,152.61
13/01/90 14:00,610.59,27.65,1.1001,722.81,53.556,240.39
13/01/90 15:00,531.4,28.01,0.8999,685.5,52.247,226.73
13/01/90 16:00,289.99,27.75,1.2001,405.11,41.065,130.09
13/01/90 17:00,40.093,26.8,2.3,47.601,28.263,8.0397
13/01/90 18:00,0,26.09,5.1001,0,0,0
13/01/90 19:00,0,25.38,2.6999,0,0,0
13/01/90 20:00,0,24.66,0.8999,0,0,0
13/01/90 21:00,0,24.02,0.7999,0,0,0
13/01/90 22:00,0,23.2,2.4999,0,0,0
13/01/90 23:00,0,22.38,0.7999,0,0,0
14/01/90 00:00,0,21.57,0.6999,0,0,0
14/01/90 01:00,0,20.7,0.4999,0,0,0
14/01/90 02:00,0,19.83,0.1,0,0,0
14/01/90 03:00,0,19.38,0.1,0,0,0
14/01/90 04:00,0,18.92,0.1,0,0,0
14/01/90 05:00,0,18.6,0.1,0,0,0
14/01/90 06:00,1.5972,18.58,0,0,0,0
14/01/90 07:00,150.69,20.11,0.1,163.45,24.429,40.327
14/01/90 08:00,383.71,22.24,0.3,415.29,35.307,131.09
14/01/90 09:00,605.49,24.46,0.6999,658.31,46.791,214.69
14/01/90 10:00,770.1,26.08,0.4,846.04,55.479,269.23
14/01/90 11:00,868.81,27.53,0.4,968.43,62.186,305.34
14/01/90 12:00,880.3,28.59,0.1,999.78,65.105,316.41
14/01/90 13:00,830.6,29.26,0,970.19,64.802,308.84
14/01/90 14:00,693.89,29.48,0.3,842.35,60.101,273.94
14/01/90 15:00,505.41,29.22,0.8999,656.44,52.48,217.61
14/01/90 16:00,274.8,28.33,1.2001,376.86,40.749,121.2
14/01/90 17:00,25.604,26.94,1.9,24.314,27.783,2.6496
14/01/90 18:00,0,26.11,1.2001,0,0,0
14/01/90 19:00,0,25.28,2.1,0,0,0
14/01/90 20:00,0,24.6,2.8999,0,0,0
14/01/90 21:00,0,23.64,1.7,0,0,0
14/01/90 22:00,0,22.69,1.5001,0,0,0
14/01/90 23:00,0,21.74,1.2001,0,0,0
15/01/90 00:00,0,21.03,1.2001,0,0,0
15/01/90 01:00,0,20.25,1.7,0,0,0
15/01/90 02:00,0,19.47,2.6999,0,0,0
15/01/90 03:00,0,19.05,4.2,0,0,0
15/01/90 04:00,0,18.63,3.4001,0,0,0
15/01/90 05:00,0,18.32,3.2001,0,0,0
15/01/90 06:00,1.4994,18.28,2.8999,0,0,0
15/01/90 07:00,115.99,19.39,3.9,121.18,22.865,31.052
15/01/90 08:00,303.29,21,1.9,321.9,31.257,103.87
15/01/90 09:00,474.19,22.64,1.4001,502.28,39.563,167.78
15/01/90 10:00,627.4,24.24,0.5999,680.12,47.629,223.72
15/01/90 11:00,728.4,25.34,0.4,803.64,53.726,262.41
15/01/90 12:00,794.1,26.35,0.4,897.75,58.822,291.57
15/01/90 13:00,738,26.97,1.1001,855.16,57.958,279.93
15/01/90 14:00,588.61,27.14,3.2001,697.02,52.112,233.54
15/01/90 15:00,444.4,26.95,6.8999,554.54,46.4,187.33
15/01/90 16:00,277.61,26.33,5.4001,379.9,38.845,123.29
15/01/90 17:00,34.405,25.18,6.4,34.201,26.335,4.8865
15/01/90 18:00,0,24.52,9.1001,0,0,0
15/01/90 19:00,0,23.92,8.2,0,0,0
15/01/90 20:00,0,23.16,5.4001,0,0,0
15/01/90 21:00,0,22.41,5.1001,0,0,0
15/01/90 22:00,0,21.65,4.2,0,0,0
15/01/90 23:00,0,20.89,1.7,0,0,0
16/01/90 00:00,0,20.48,0.8999,0,0,0
16/01/90 01:00,0,20.05,1.4001,0,0,0
16/01/90 02:00,0,19.63,1.1001,0,0,0
16/01/90 03:00,0,19.41,0.2,0,0,0
16/01/90 04:00,0,19.19,0.1,0,0,0
16/01/90 05:00,0,19.04,0.3,0,0,0
16/01/90 06:00,1.3039,19.06,0.5999,0,0,0
16/01/90 07:00,130.3,20.53,0.5999,138.05,24.368,34.892
16/01/90 08:00,328.7,22.52,0.4999,349.37,33.635,111.69
16/01/90 09:00,504.2,24.51,2.3,539.95,42.763,178.61
16/01/90 10:00,648.6,25.99,1.7,704.13,50.274,229.23
16/01/90 11:00,731.49,27.33,2.1,808.02,55.948,261.76
16/01/90 12:00,746.1,28.33,2.4999,838.81,58.605,272.9
16/01/90 13:00,687.1,28.94,0.5999,786.68,57.319,257.97
16/01/90 14:00,602.59,29.21,1.4001,715.83,54.956,237.4
16/01/90 15:00,427,29,3.2001,528.88,47.562,177.6
16/01/90 16:00,258.8,28.32,1.5001,349.56,39.878,112.94
16/01/90 17:00,28.408,27.09,0.6999,27.397,28.035,3.3525
16/01/90 18:00,0,26.41,1.9,0,0,0
16/01/90 19:00,0,25.72,1.7,0,0,0
16/01/90 20:00,0,25.04,0.4,0,0,0
16/01/90 21:00,0,24.49,0.2,0,0,0
16/01/90 22:00,0,23.7,0.4999,0,0,0
16/01/90 23:00,0,22.91,0.7999,0,0,0
17/01/90 00:00,0,22.17,1.2001,0,0,0
17/01/90 01:00,0,21.38,1.2001,0,0,0
17/01/90 02:00,0,20.59,2.3,0,0,0
17/01/90 03:00,0,20.17,1.7,0,0,0
17/01/90 04:00,0,19.74,0.4,0,0,0
17/01/90 05:00,0,19.45,0.3,0,0,0
17/01/90 06:00,1.4016,19.43,0.2,0,0,0
17/01/90 07:00,138.8,20.88,0.7999,147.11,24.901,36.846
17/01/90 08:00,349.91,22.87,1.9,372.61,34.686,118.44
17/01/90 09:00,550.99,24.75,3.4001,596.59,44.974,196.27
17/01/90 10:00,709.9,26.41,1.1001,777.86,53.363,250.02
17/01/90 11:00,803.91,27.8,2.8999,894.13,59.662,285.18
17/01/90 12:00,828.31,28.85,2.4999,938.17,62.971,299.71
17/01/90 13:00,741.09,29.42,3.7,856.52,60.524,277.52
17/01/90 14:00,640.5,29.64,7.3001,768.75,57.431,252.67
17/01/90 15:00,467.9,29.39,6.4,588.2,50.138,196.53
17/01/90 16:00,262.6,28.58,4.4999,354.34,40.316,114.5
17/01/90 17:00,27.495,27.27,2.1,26.312,28.18,3.1026
17/01/90 18:00,0,26.67,1.5001,0,0,0
17/01/90 19:00,0,26.07,0.4999,0,0,0
17/01/90 20:00,0,25.48,0.6999,0,0,0
17/01/90 21:00,0,24.88,1.7,0,0,0
17/01/90 22:00,0,24.4,2.4999,0,0,0
17/01/90 23:00,0,23.71,1.9,0,0,0
18/01/90 00:00,0,23.27,1.9,0,0,0
18/01/90 01:00,0,22.8,0.8999,0,0,0
18/01/90 02:00,0,22.34,0.8999,0,0,0
18/01/90 03:00,0,22.09,0.1,0,0,0
18/01/90 04:00,0,21.85,0.2,0,0,0
18/01/90 05:00,0,21.68,0.8999,0,0,0
18/01/90 06:00,0.7986,21.68,0.2,0,0,0
18/01/90 07:00,111.3,22.89,0.8999,114.85,26.269,29.369
18/01/90 08:00,233,24.18,0.8999,234.79,31.858,75.869
18/01/90 09:00,417.8,25.54,0.4,432.66,40.129,143.62
18/01/90 10:00,465.8,26.59,2.3,484.3,43.082,160.71
18/01/90 11:00,482,27.34,4.7999,498.2,44.478,166.08
18/01/90 12:00,495.3,27.9,4.2,517.28,45.884,173.32
18/01/90 13:00,567,28.49,2.3,619.12,50.37,207.05
18/01/90 14:00,417.4,28.63,3.2001,447.34,44.172,150.4
18/01/90 15:00,335.91,28.54,5.8,369,41.232,123.68
18/01/90 16:00,183.7,28.02,3.2001,216.34,35.231,69.513
18/01/90 17:00,25.197,27.14,3.4001,23.776,27.965,2.5253
18/01/90 18:00,0,26.6,2.6999,0,0,0
18/01/90 19:00,0,26.06,4.2,0,0,0
18/01/90 20:00,0,25.52,3.9,0,0,0
18/01/90 21:00,0,24.98,4.4999,0,0,0
18/01/90 22:00,0,24.58,5.4001,0,0,0
18/01/90 23:00,0,23.96,4.4999,0,0,0
19/01/90 00:00,0,23.44,5.1001,0,0,0
19/01/90 01:00,0,22.91,1.7,0,0,0
19/01/90 02:00,0,22.37,1.1001,0,0,0
19/01/90 03:00,0,22.09,1.1001,0,0,0
19/01/90 04:00,0,21.82,1.4001,0,0,0
19/01/90 05:00,0,21.62,1.1001,0,0,0
19/01/90 06:00,0.7986,21.62,1.9,0,0,0
19/01/90 07:00,100.59,22.73,1.7,101.73,25.842,26.431
19/01/90 08:00,265.2,24.33,2.3,270.83,33.134,87.423
19/01/90 09:00,448.7,25.81,3.7,471.29,41.735,156.02
19/01/90 10:00,592.19,27.32,3.9,630.71,48.993,206.44
19/01/90 11:00,621.3,28.42,7.3001,668.19,51.812,219.49
19/01/90 12:00,648.1,29.28,7.3001,708.83,54.526,233.39
19/01/90 13:00,588.3,29.76,4.2,653.18,53.012,217
19/01/90 14:00,587.79,30.14,4.2,677.53,54.343,224.22
19/01/90 15:00,472.3,30.2,3.4001,596.28,51.284,198.68
19/01/90 16:00,247.99,29.62,2.6999,320.27,40.279,103.59
19/01/90 17:00,32.906,28.53,4.2,32.38,29.634,4.4033
19/01/90 18:00,0,27.9,3.2001,0,0,0
19/01/90 19:00,0,27.27,4.2,0,0,0
19/01/90 20:00,0,26.64,2.6999,0,0,0
