PVSYST 7.4.7
,File,File date,Description
Project,GRID CONNECTED WITH SHADING_Project.PRJ,25/01/26 22h56,GRID CONNECTED WITH SHADING,
Geographical Site,George Town_MN81.SIT,25/01/26 22h56,George Town;India;Asia;,
Weather data,George Town_MN81_SYN.MET,29/12/25 19h12,George Town;Meteonorm 8.1 (1996-2015);Synthetic,
Simulation variant,GRID CONNECTED WITH SHADING_Project.VC0,25/03/26 20h46,New simulation variant,
Simulation date,,25/03/26 20h47

Simulation:,Hourly values, from 01/01/90, to 31/12/90 

date,GlobInc,GlobHor,WindVel,T_Amb,TArray,E_Grid
    ,W/m²,W/m²,m/s,°C,°C,kW

01/01/90 00:00,0,0,0.6999,24.84,0,-0.007
01/01/90 01:00,0,0,0.3,26.28,0,-0.007
01/01/90 02:00,0,0,0.2,26.03,0,-0.007
01/01/90 03:00,0,0,0.4999,25.98,0,-0.007
01/01/90 04:00,0,0,0.4999,25.89,0,-0.007
01/01/90 05:00,0,0,0.8999,25.84,0,-0.007
01/01/90 06:00,0,0.9942,0.4999,25.83,0,-0.007
01/01/90 07:00,43.526,45.097,1.5001,26.26,27.748,12.871
01/01/90 08:00,108.61,111.81,0.8999,26.8,30.457,35.408
01/01/90 09:00,178.55,182.7,3.7,27.4,33.405,59.848
01/01/90 10:00,238.4,242.3,2.3,27.93,35.964,80.688
01/01/90 11:00,258.21,261.6,1.9,28.41,37.143,87.664
01/01/90 12:00,235.8,239.5,2.3,28.67,36.651,79.851
01/01/90 13:00,215.31,217.91,2.6999,28.81,36.108,72.777
01/01/90 14:00,173.92,176.8,1.7,28.84,34.725,58.177
01/01/90 15:00,124.37,126.9,3.4001,28.66,32.867,40.789
01/01/90 16:00,59.865,61.998,1.5001,28.28,30.318,18.336
01/01/90 17:00,0,4.2049,2.1,27.69,0,-0.007
01/01/90 18:00,0,0,1.1001,26.87,0,-0.007
01/01/90 19:00,0,0,1.1001,27.03,0,-0.007
01/01/90 20:00,0,0,1.2001,26.31,0,-0.007
01/01/90 21:00,0,0,0.4,26.14,0,-0.007
01/01/90 22:00,0,0,0.2,25.89,0,-0.007
01/01/90 23:00,0,0,0.2,25.62,0,-0.007
02/01/90 00:00,0,0,0.3,25.19,0,-0.007
02/01/90 01:00,0,0,2.1,24.76,0,-0.007
02/01/90 02:00,0,0,3.7,24.44,0,-0.007
02/01/90 03:00,0,0,2.4999,24.18,0,-0.007
02/01/90 04:00,0,0,3.4001,23.92,0,-0.007
02/01/90 05:00,0,0,1.9,23.74,0,-0.007
02/01/90 06:00,0,1.2061,2.4999,23.74,0,-0.007
02/01/90 07:00,92.402,91.905,0.5999,24.53,27.47,28.215
02/01/90 08:00,266.19,257.9,0.8999,25.81,34.496,88.283
02/01/90 09:00,416.85,399.3,0.7999,27.1,41.139,141.1
02/01/90 10:00,495.99,472.5,1.2001,28.13,45.065,167.88
02/01/90 11:00,610.11,570.4,0.4999,29.12,50.393,206.09
02/01/90 12:00,570.36,529.9,1.7,29.71,49.755,194.76
02/01/90 13:00,364.84,361.1,2.1,29.76,42.237,124.3
02/01/90 14:00,306.33,301.6,0.8999,29.62,40.075,104.53
02/01/90 15:00,310.42,282.9,1.7,29.45,40.078,106.35
02/01/90 16:00,164.98,144.5,0.8999,28.92,34.379,53.742
02/01/90 17:00,0,4.1071,1.2001,28.1,0,-0.007
02/01/90 18:00,0,0,0.3,27.55,0,-0.007
02/01/90 19:00,0,0,0.2,27,0,-0.007
02/01/90 20:00,0,0,0.1,26.44,0,-0.007
02/01/90 21:00,0,0,0.1,25.89,0,-0.007
02/01/90 22:00,0,0,0,25.33,0,-0.007
02/01/90 23:00,0,0,0,24.78,0,-0.007
03/01/90 00:00,0,0,0,24.43,0,-0.007
03/01/90 01:00,0,0,0,23.87,0,-0.007
03/01/90 02:00,0,0,0.1,23.31,0,-0.007
03/01/90 03:00,0,0,0.1,23.02,0,-0.007
03/01/90 04:00,0,0,0.1,22.73,0,-0.007
03/01/90 05:00,0,0,0.1,22.53,0,-0.007
03/01/90 06:00,0,1.695,0.1,22.56,0,-0.007
03/01/90 07:00,153.78,140.6,0.2,24.09,28.354,42.349
03/01/90 08:00,328.23,308.8,0.4999,25.54,36.092,107.6
03/01/90 09:00,431.49,412.8,0.8999,26.79,41.323,146.08
03/01/90 10:00,623.32,580,3.2001,28.19,49.624,208.41
03/01/90 11:00,860.7,772.5,3.2001,29.74,60.368,282.11
03/01/90 12:00,785.35,696.7,4.2,30.63,58.89,262.5
03/01/90 13:00,782.07,674.21,2.6999,31.25,59.537,261.93
03/01/90 14:00,726,595.5,1.2001,31.55,57.765,245.02
03/01/90 15:00,549.51,429.6,2.1,31.42,50.707,186.51
03/01/90 16:00,314.77,226.71,5.4001,30.71,40.952,101.85
03/01/90 17:00,19.234,20.699,9.1001,29.55,30.224,4.602
03/01/90 18:00,0,0,6.4,28.81,0,-0.007
03/01/90 19:00,0,0,2.4999,28.08,0,-0.007
03/01/90 20:00,0,0,1.9,27.35,0,-0.007
03/01/90 21:00,0,0,2.1,26.62,0,-0.007
03/01/90 22:00,0,0,1.5001,25.89,0,-0.007
03/01/90 23:00,0,0,1.5001,25.16,0,-0.007
04/01/90 00:00,0,0,1.2001,24.64,0,-0.007
04/01/90 01:00,0,0,1.1001,23.84,0,-0.007
04/01/90 02:00,0,0,2.4999,23.03,0,-0.007
04/01/90 03:00,0,0,2.8999,22.61,0,-0.007
04/01/90 04:00,0,0,3.4001,22.19,0,-0.007
04/01/90 05:00,0,0,1.1001,21.9,0,-0.007
04/01/90 06:00,0,0.9942,0.3,21.88,0,-0.007
04/01/90 07:00,121.02,116.79,0.3,23.07,26.726,36.076
04/01/90 08:00,305.08,288.3,0.4,24.5,34.321,100.61
04/01/90 09:00,504.33,471.99,0.3,26.02,43.031,170.29
04/01/90 10:00,624.74,580.3,0.7999,27.32,48.796,209.63
04/01/90 11:00,784.19,705.69,0.6999,28.56,56.335,261.26
04/01/90 12:00,808.29,713.4,2.4999,29.45,58.595,271
04/01/90 13:00,803.05,690.9,0.7999,30.06,59.126,269.58
04/01/90 14:00,710.4,588.01,0.4999,30.32,55.894,241.24
04/01/90 15:00,505.14,401.99,0.5999,30.11,47.77,172.98
04/01/90 16:00,251.12,191.8,0.8999,29.32,37.531,81.949
04/01/90 17:00,17.313,18.906,1.7,28.22,28.829,4.0138
04/01/90 18:00,0,0,1.5001,27.56,0,-0.007
04/01/90 19:00,0,0,1.9,26.9,0,-0.007
04/01/90 20:00,0,0,0.4,26.24,0,-0.007
04/01/90 21:00,0,0,0.8999,25.58,0,-0.007
04/01/90 22:00,0,0,0.6999,24.92,0,-0.007
04/01/90 23:00,0,0,0.6999,24.38,0,-0.007
05/01/90 00:00,0,0,2.4999,23.79,0,-0.007
05/01/90 01:00,0,0,3.2001,23.17,0,-0.007
05/01/90 02:00,0,0,2.4999,22.54,0,-0.007
05/01/90 03:00,0,0,1.2001,22.2,0,-0.007
05/01/90 04:00,0,0,2.3,21.87,0,-0.007
05/01/90 05:00,0,0,1.4001,21.63,0,-0.007
05/01/90 06:00,0,3.5041,2.1,21.67,0,-0.007
05/01/90 07:00,164.49,151.51,0.8999,23.28,27.862,45.918
05/01/90 08:00,410.94,376.89,0.7999,25.2,38.252,132.69
05/01/90 09:00,518.31,485.6,0.5999,26.66,44.159,174.35
05/01/90 10:00,617.72,574.49,0.4,27.86,49.095,206.99
05/01/90 11:00,664.09,612.21,0.5999,28.77,52.036,223.64
05/01/90 12:00,454.91,437.7,0.6999,28.93,44.668,156.04
05/01/90 13:00,571.7,523.01,2.1,29.25,49.386,195.98
05/01/90 14:00,536.44,477.41,1.9,29.39,48.258,184.57
05/01/90 15:00,463.41,382.7,1.9,29.28,45.392,159.28
05/01/90 16:00,356.93,254.4,3.7,28.8,40.412,116.41
05/01/90 17:00,30.07,30.2,4.7999,27.78,28.798,8.0358
05/01/90 18:00,0,0,3.7,27.01,0,-0.007
05/01/90 19:00,0,0,0.8999,26.24,0,-0.007
05/01/90 20:00,0,0,2.1,25.47,0,-0.007
05/01/90 21:00,0,0,1.9,24.7,0,-0.007
05/01/90 22:00,0,0,1.1001,24,0,-0.007
05/01/90 23:00,0,0,1.5001,23.11,0,-0.007
06/01/90 00:00,0,0,3.2001,22.43,0,-0.007
06/01/90 01:00,0,0,3.2001,21.71,0,-0.007
06/01/90 02:00,0,0,3.7,21,0,-0.007
06/01/90 03:00,0,0,2.8999,20.62,0,-0.007
06/01/90 04:00,0,0,1.5001,20.25,0,-0.007
06/01/90 05:00,0,0,1.2001,19.99,0,-0.007
06/01/90 06:00,0,2.0047,1.5001,20,0,-0.007
06/01/90 07:00,157.34,143.1,1.5001,21.51,25.808,43.262
06/01/90 08:00,384.09,352.4,1.4001,23.5,35.675,125
06/01/90 09:00,623.03,567.5,0.6999,25.37,46.457,208.1
06/01/90 10:00,802.62,723.51,1.2001,27.07,54.948,263.96
06/01/90 11:00,870.64,777.5,2.4999,28.37,59.377,286.91
06/01/90 12:00,928.92,811.31,4.4999,29.38,63.175,306.35
06/01/90 13:00,858.71,732.8,5.8,29.94,61.172,286.44
06/01/90 14:00,750.18,616.1,6.4,30.13,57.225,253.83
06/01/90 15:00,566.56,438,4.2,29.82,49.74,193.55
06/01/90 16:00,309.19,229.59,1.4001,28.96,39.06,101.29
06/01/90 17:00,19.508,20.992,0.3,27.68,28.362,4.7377
06/01/90 18:00,0,0,0.3,26.96,0,-0.007
06/01/90 19:00,0,0,0.1,26.25,0,-0.007
06/01/90 20:00,0,0,0.2,25.54,0,-0.007
06/01/90 21:00,0,0,0.1,24.83,0,-0.007
06/01/90 22:00,0,0,0.1,24.21,0,-0.007
06/01/90 23:00,0,0,0,23.39,0,-0.007
07/01/90 00:00,0,0,0.1,22.72,0,-0.007
07/01/90 01:00,0,0,0,22.02,0,-0.007
07/01/90 02:00,0,0,0.1,21.32,0,-0.007
07/01/90 03:00,0,0,0.2,20.95,0,-0.007
07/01/90 04:00,0,0,0.2,20.59,0,-0.007
07/01/90 05:00,0,0,0.1,20.34,0,-0.007
07/01/90 06:00,0,1.7928,0.1,20.35,0,-0.007
07/01/90 07:00,148.11,136.4,0.2,21.78,25.872,40.997
07/01/90 08:00,364.65,337.8,0.2,23.7,35.292,119.03
07/01/90 09:00,586.4,536,0.3,25.43,45.26,196.78
07/01/90 10:00,753.61,682.5,0.5999,27.03,53.136,249.48
07/01/90 11:00,890.55,792.91,1.1001,28.44,60.22,292.71
07/01/90 12:00,925.05,808.1,0.5999,29.48,63.14,305.21
07/01/90 13:00,897.64,763.19,2.1,30.14,62.898,297.59
07/01/90 14:00,753.41,622.61,2.3,30.36,57.544,254.27
07/01/90 15:00,541.44,426.39,0.8999,30.03,49.029,185.18
07/01/90 16:00,322,234.3,1.5001,29.2,39.722,105.42
07/01/90 17:00,19.269,20.796,1.7,27.93,28.605,4.6549
07/01/90 18:00,0,0,2.1,27.26,0,-0.007
07/01/90 19:00,0,0,2.3,26.6,0,-0.007
07/01/90 20:00,0,0,1.2001,25.93,0,-0.007
07/01/90 21:00,0,0,1.4001,25.27,0,-0.007
07/01/90 22:00,0,0,0.8999,24.6,0,-0.007
07/01/90 23:00,0,0,0.8999,24,0,-0.007
08/01/90 00:00,0,0,0.4,23.38,0,-0.007
08/01/90 01:00,0,0,0.5999,22.73,0,-0.007
08/01/90 02:00,0,0,1.2001,22.08,0,-0.007
08/01/90 03:00,0,0,0.4,21.74,0,-0.007
08/01/90 04:00,0,0,0.1,21.41,0,-0.007
08/01/90 05:00,0,0,0,21.18,0,-0.007
08/01/90 06:00,0,1.695,0,21.19,0,-0.007
08/01/90 07:00,136.83,126.9,0.1,22.46,26.306,38.22
08/01/90 08:00,310.78,294.1,0.2,24.02,33.998,102.46
08/01/90 09:00,493.52,464.11,0.5999,25.39,42.03,167.28
08/01/90 10:00,558.6,530.29,2.8999,26.47,45.558,189.12
08/01/90 11:00,608.8,571.2,3.9,27.32,48.494,206.98
08/01/90 12:00,664.78,605.49,6.4,28,51.57,227.05
08/01/90 13:00,685.8,609.6,9.1001,28.52,52.977,234
08/01/90 14:00,509.44,456.1,4.7999,28.61,46.485,176.22
08/01/90 15:00,293.2,271.01,1.5001,28.17,38.191,100.88
08/01/90 16:00,153.77,138.8,3.9,27.45,32.566,50.55
08/01/90 17:00,0,5.3947,3.9,26.5,0,-0.007
08/01/90 18:00,0,0,2.4999,25.92,0,-0.007
08/01/90 19:00,0,0,1.4001,25.34,0,-0.007
08/01/90 20:00,0,0,1.4001,24.77,0,-0.007
08/01/90 21:00,0,0,3.2001,24.29,0,-0.007
08/01/90 22:00,0,0,2.8999,23.62,0,-0.007
08/01/90 23:00,0,0,3.9,22.96,0,-0.007
09/01/90 00:00,0,0,1.7,22.4,0,-0.007
09/01/90 01:00,0,0,2.4999,21.86,0,-0.007
09/01/90 02:00,0,0,3.2001,21.32,0,-0.007
09/01/90 03:00,0,0,2.4999,21.06,0,-0.007
09/01/90 04:00,0,0,1.1001,20.8,0,-0.007
09/01/90 05:00,0,0,0.5999,20.63,0,-0.007
09/01/90 06:00,0,2.7055,1.4001,20.7,0,-0.007
09/01/90 07:00,182.25,169.6,1.4001,22.34,27.404,51.288
09/01/90 08:00,356.04,332.5,0.5999,23.95,35.312,116.59
09/01/90 09:00,526.29,488.41,1.9,25.26,43.026,178.02
09/01/90 10:00,622.18,580.3,2.4999,26.39,47.744,209.48
09/01/90 11:00,787.07,710.6,3.2001,27.52,55.36,263.09
09/01/90 12:00,812.32,719.5,1.9,28.35,57.614,273.38
09/01/90 13:00,788.69,683.9,1.2001,28.9,57.36,266.3
09/01/90 14:00,366.62,344.1,1.9,28.55,41.226,126.95
09/01/90 15:00,151.56,153.59,1.4001,27.72,32.84,50.528
09/01/90 16:00,62.681,64.899,1.5001,26.81,28.94,19.432
09/01/90 17:00,0,8.198,3.9,25.92,0,-0.007
09/01/90 18:00,0,0,4.2,25.34,0,-0.007
09/01/90 19:00,0,0,2.6999,24.75,0,-0.007
09/01/90 20:00,0,0,1.9,24.27,0,-0.007
09/01/90 21:00,0,0,1.4001,23.6,0,-0.007
09/01/90 22:00,0,0,0.6999,22.93,0,-0.007
09/01/90 23:00,0,0,0.8999,22.26,0,-0.007
10/01/90 00:00,0,0,0.6999,21.5,0,-0.007
10/01/90 01:00,0,0,2.1,20.7,0,-0.007
10/01/90 02:00,0,0,1.1001,19.9,0,-0.007
10/01/90 03:00,0,0,0.6999,19.48,0,-0.007
10/01/90 04:00,0,0,0.6999,19.05,0,-0.007
10/01/90 05:00,0,0,1.1001,18.76,0,-0.007
10/01/90 06:00,0,1.695,0.6999,18.75,0,-0.007
10/01/90 07:00,170.23,155.09,0.4999,20.39,24.891,45.695
10/01/90 08:00,424.29,389.4,0.8999,22.62,35.976,137.32
10/01/90 09:00,665.14,608.7,3.4001,24.73,47.276,221.65
10/01/90 10:00,858.7,777.99,6.8999,26.56,56.435,280.58
10/01/90 11:00,980.65,875.7,4.2,28.07,63.22,318.21
10/01/90 12:00,1022.5,895,6.8999,29.2,66.628,332.5
10/01/90 13:00,980.62,834.69,9.1001,29.89,65.87,321.26
10/01/90 14:00,866.32,707.19,11.4,30.14,61.706,288.68
10/01/90 15:00,675.15,514.79,10.5,29.88,53.807,228.05
10/01/90 16:00,395.28,281.09,6.4,28.97,41.917,129.32
10/01/90 17:00,22.553,23.893,12.4,27.51,28.294,5.7357
10/01/90 18:00,0,0,8.4999,26.83,0,-0.007
10/01/90 19:00,0,0,4.7999,26.15,0,-0.007
10/01/90 20:00,0,0,1.7,25.48,0,-0.007
10/01/90 21:00,0,0,0.3,24.8,0,-0.007
10/01/90 22:00,0,0,0.4,24.22,0,-0.007
10/01/90 23:00,0,0,0.8999,23.44,0,-0.007
11/01/90 00:00,0,0,0.5999,22.88,0,-0.007
11/01/90 01:00,0,0,0.6999,22.32,0,-0.007
11/01/90 02:00,0,0,1.7,21.76,0,-0.007
11/01/90 03:00,0,0,0.8999,21.48,0,-0.007
11/01/90 04:00,0,0,0.8999,21.19,0,-0.007
11/01/90 05:00,0,0,1.9,21,0,-0.007
11/01/90 06:00,0,2.4936,1.5001,21.04,0,-0.007
11/01/90 07:00,144.9,134.39,1.1001,22.46,26.438,39.633
11/01/90 08:00,319.47,302.61,3.9,24.13,34.366,105.07
11/01/90 09:00,488.4,460.5,4.2,25.51,41.986,165.63
11/01/90 10:00,644.67,600.8,3.2001,26.91,49.069,216.02
11/01/90 11:00,601.63,565.6,1.9,27.73,48.651,204.35
11/01/90 12:00,504.04,481.59,2.6999,28.09,45.603,173.3
11/01/90 13:00,690.12,615.4,0.5999,28.67,53.278,235.1
11/01/90 14:00,704.83,593.3,5.8,29.08,54.364,240.27
11/01/90 15:00,407.84,353.8,6.8999,28.87,42.973,140.54
11/01/90 16:00,171.61,152.7,6.4,28.11,33.822,56.583
11/01/90 17:00,12.478,14.098,9.8,27.12,27.565,2.4769
11/01/90 18:00,0,0,5.4001,26.36,0,-0.007
11/01/90 19:00,0,0,3.2001,25.61,0,-0.007
11/01/90 20:00,0,0,1.9,24.85,0,-0.007
11/01/90 21:00,0,0,1.9,24.19,0,-0.007
11/01/90 22:00,0,0,1.7,23.32,0,-0.007
11/01/90 23:00,0,0,2.4999,22.46,0,-0.007
12/01/90 00:00,0,0,4.4999,21.63,0,-0.007
12/01/90 01:00,0,0,3.2001,20.73,0,-0.007
12/01/90 02:00,0,0,1.7,19.83,0,-0.007
12/01/90 03:00,0,0,0.7999,19.34,0,-0.007
12/01/90 04:00,0,0,0.4,18.86,0,-0.007
12/01/90 05:00,0,0,0.4,18.51,0,-0.007
12/01/90 06:00,0,1.9069,1.1001,18.48,0,-0.007
12/01/90 07:00,153.08,142.4,0.2,19.86,24.044,42.379
12/01/90 08:00,374.53,348.99,0.2,21.7,33.567,122.93
12/01/90 09:00,580.71,534.3,0.4,23.55,43.172,196.6
12/01/90 10:00,762.42,693.1,0.4999,25.05,51.416,254.01
12/01/90 11:00,881.41,789.3,0.3,26.33,57.68,292.41
12/01/90 12:00,897.69,791.29,1.2001,27.23,59.731,299.91
12/01/90 13:00,853.47,731.2,1.7,27.75,58.744,287.67
12/01/90 14:00,759.83,628.7,1.5001,27.94,55.349,259.07
12/01/90 15:00,583.34,457,0.8999,27.69,48.202,200.77
12/01/90 16:00,343.84,251.4,1.9,26.9,38.186,114.23
12/01/90 17:00,23.756,25.001,3.2001,25.65,26.473,6.1854
12/01/90 18:00,0,0,3.9,25.02,0,-0.007
12/01/90 19:00,0,0,0.6999,24.51,0,-0.007
12/01/90 20:00,0,0,0.6999,23.78,0,-0.007
12/01/90 21:00,0,0,0.3,23.05,0,-0.007
12/01/90 22:00,0,0,0.1,22.32,0,-0.007
12/01/90 23:00,0,0,0,21.59,0,-0.007
13/01/90 00:00,0,0,0.1,21.2,0,-0.007
13/01/90 01:00,0,0,0.2,20.82,0,-0.007
13/01/90 02:00,0,0,1.1001,20.43,0,-0.007
13/01/90 03:00,0,0,3.4001,20.24,0,-0.007
13/01/90 04:00,0,0,1.2001,20.05,0,-0.007
13/01/90 05:00,0,0,2.1,19.92,0,-0.007
13/01/90 06:00,0,3.4063,2.8999,20,0,-0.007
13/01/90 07:00,128.44,120.49,1.9,21.38,24.995,35.945
13/01/90 08:00,277.8,269,1.5001,23,31.981,92.575
13/01/90 09:00,173.12,177.19,2.3,23.27,29.073,58.923
13/01/90 10:00,617.84,579.6,2.8999,25.09,46.249,209.02
13/01/90 11:00,513.8,487.71,1.5001,25.96,43.695,177.14
13/01/90 12:00,558.91,522.89,1.7,26.69,46.254,193.23
13/01/90 13:00,451.43,428.59,1.7,27,42.653,156.67
13/01/90 14:00,722.81,610.59,1.1001,27.65,53.556,247.1
13/01/90 15:00,685.5,531.4,0.8999,28.01,52.247,232.72
13/01/90 16:00,405.11,289.99,1.2001,27.75,41.065,133.66
13/01/90 17:00,47.601,40.093,2.3,26.8,28.263,12.579
13/01/90 18:00,0,0,5.1001,26.09,0,-0.007
13/01/90 19:00,0,0,2.6999,25.38,0,-0.007
13/01/90 20:00,0,0,0.8999,24.66,0,-0.007
13/01/90 21:00,0,0,0.7999,24.02,0,-0.007
13/01/90 22:00,0,0,2.4999,23.2,0,-0.007
13/01/90 23:00,0,0,0.7999,22.38,0,-0.007
14/01/90 00:00,0,0,0.6999,21.57,0,-0.007
14/01/90 01:00,0,0,0.4999,20.7,0,-0.007
14/01/90 02:00,0,0,0.1,19.83,0,-0.007
14/01/90 03:00,0,0,0.1,19.38,0,-0.007
14/01/90 04:00,0,0,0.1,18.92,0,-0.007
14/01/90 05:00,0,0,0.1,18.6,0,-0.007
14/01/90 06:00,0,1.5972,0,18.58,0,-0.007
14/01/90 07:00,163.45,150.69,0.1,20.11,24.429,43.789
14/01/90 08:00,415.29,383.71,0.3,22.24,35.307,134.68
14/01/90 09:00,658.31,605.49,0.6999,24.46,46.791,220.04
14/01/90 10:00,846.04,770.1,0.4,26.08,55.479,277.45
14/01/90 11:00,968.43,868.81,0.4,27.53,62.186,315.46
14/01/90 12:00,999.78,880.3,0.1,28.59,65.105,327.12
14/01/90 13:00,970.19,830.6,0,29.26,64.802,319.16
14/01/90 14:00,842.35,693.89,0.3,29.48,60.101,282.41
14/01/90 15:00,656.44,505.41,0.8999,29.22,52.48,223.12
14/01/90 16:00,376.86,274.8,1.2001,28.33,40.749,124.58
14/01/90 17:00,24.314,25.604,1.9,26.94,27.783,6.3327
14/01/90 18:00,0,0,1.2001,26.11,0,-0.007
14/01/90 19:00,0,0,2.1,25.28,0,-0.007
14/01/90 20:00,0,0,2.8999,24.6,0,-0.007
14/01/90 21:00,0,0,1.7,23.64,0,-0.007
14/01/90 22:00,0,0,1.5001,22.69,0,-0.007
14/01/90 23:00,0,0,1.2001,21.74,0,-0.007
15/01/90 00:00,0,0,1.2001,21.03,0,-0.007
15/01/90 01:00,0,0,1.7,20.25,0,-0.007
15/01/90 02:00,0,0,2.6999,19.47,0,-0.007
15/01/90 03:00,0,0,4.2,19.05,0,-0.007
15/01/90 04:00,0,0,3.4001,18.63,0,-0.007
15/01/90 05:00,0,0,3.2001,18.32,0,-0.007
15/01/90 06:00,0,1.4994,2.8999,18.28,0,-0.007
15/01/90 07:00,121.18,115.99,3.9,19.39,22.865,34.778
15/01/90 08:00,321.9,303.29,1.9,21,31.257,106.86
15/01/90 09:00,502.28,474.19,1.4001,22.64,39.563,172.16
15/01/90 10:00,680.12,627.4,0.5999,24.24,47.629,229.54
15/01/90 11:00,803.64,728.4,0.4,25.34,53.726,270.27
15/01/90 12:00,897.75,794.1,0.4,26.35,58.822,300.97
15/01/90 13:00,855.16,738,1.1001,26.97,57.958,288.72
15/01/90 14:00,697.02,588.61,3.2001,27.14,52.112,239.88
15/01/90 15:00,554.54,444.4,6.8999,26.95,46.4,191.96
15/01/90 16:00,379.9,277.61,5.4001,26.33,38.845,126.71
15/01/90 17:00,34.201,34.405,6.4,25.18,26.335,9.5398
15/01/90 18:00,0,0,9.1001,24.52,0,-0.007
15/01/90 19:00,0,0,8.2,23.92,0,-0.007
15/01/90 20:00,0,0,5.4001,23.16,0,-0.007
15/01/90 21:00,0,0,5.1001,22.41,0,-0.007
15/01/90 22:00,0,0,4.2,21.65,0,-0.007
15/01/90 23:00,0,0,1.7,20.89,0,-0.007
16/01/90 00:00,0,0,0.8999,20.48,0,-0.007
16/01/90 01:00,0,0,1.4001,20.05,0,-0.007
16/01/90 02:00,0,0,1.1001,19.63,0,-0.007
16/01/90 03:00,0,0,0.2,19.41,0,-0.007
16/01/90 04:00,0,0,0.1,19.19,0,-0.007
16/01/90 05:00,0,0,0.3,19.04,0,-0.007
16/01/90 06:00,0,1.3039,0.5999,19.06,0,-0.007
16/01/90 07:00,138.05,130.3,0.5999,20.53,24.368,38.511
16/01/90 08:00,349.37,328.7,0.4999,22.52,33.635,114.86
16/01/90 09:00,539.95,504.2,2.3,24.51,42.763,183.17
16/01/90 10:00,704.13,648.6,1.7,25.99,50.274,235.34
16/01/90 11:00,808.02,731.49,2.1,27.33,55.948,269.58
16/01/90 12:00,838.81,746.1,2.4999,28.33,58.605,281.32
16/01/90 13:00,786.68,687.1,0.5999,28.94,57.319,265.6
16/01/90 14:00,715.83,602.59,1.4001,29.21,54.956,243.95
16/01/90 15:00,528.88,427,3.2001,29,47.562,182.16
16/01/90 16:00,349.56,258.8,1.5001,28.32,39.878,116.14
16/01/90 17:00,27.397,28.408,0.6999,27.09,28.035,7.3405
16/01/90 18:00,0,0,1.9,26.41,0,-0.007
16/01/90 19:00,0,0,1.7,25.72,0,-0.007
16/01/90 20:00,0,0,0.4,25.04,0,-0.007
16/01/90 21:00,0,0,0.2,24.49,0,-0.007
16/01/90 22:00,0,0,0.4999,23.7,0,-0.007
16/01/90 23:00,0,0,0.7999,22.91,0,-0.007
17/01/90 00:00,0,0,1.2001,22.17,0,-0.007
17/01/90 01:00,0,0,1.2001,21.38,0,-0.007
17/01/90 02:00,0,0,2.3,20.59,0,-0.007
17/01/90 03:00,0,0,1.7,20.17,0,-0.007
17/01/90 04:00,0,0,0.4,19.74,0,-0.007
17/01/90 05:00,0,0,0.3,19.45,0,-0.007
17/01/90 06:00,0,1.4016,0.2,19.43,0,-0.007
17/01/90 07:00,147.11,138.8,0.7999,20.88,24.901,40.409
17/01/90 08:00,372.61,349.91,1.9,22.87,34.686,121.76
17/01/90 09:00,596.59,550.99,3.4001,24.75,44.974,200.97
17/01/90 10:00,777.86,709.9,1.1001,26.41,53.363,257.23
17/01/90 11:00,894.13,803.91,2.8999,27.8,59.662,294.24
17/01/90 12:00,938.17,828.31,2.4999,28.85,62.971,309.54
17/01/90 13:00,856.52,741.09,3.7,29.42,60.524,286.18
17/01/90 14:00,768.75,640.5,7.3001,29.64,57.431,260.03
17/01/90 15:00,588.2,467.9,6.4,29.39,50.138,201.24
17/01/90 16:00,354.34,262.6,4.4999,28.58,40.316,117.74
17/01/90 17:00,26.312,27.495,2.1,27.27,28.18,6.9821
17/01/90 18:00,0,0,1.5001,26.67,0,-0.007
17/01/90 19:00,0,0,0.4999,26.07,0,-0.007
17/01/90 20:00,0,0,0.6999,25.48,0,-0.007
17/01/90 21:00,0,0,1.7,24.88,0,-0.007
17/01/90 22:00,0,0,2.4999,24.4,0,-0.007
17/01/90 23:00,0,0,1.9,23.71,0,-0.007
18/01/90 00:00,0,0,1.9,23.27,0,-0.007
18/01/90 01:00,0,0,0.8999,22.8,0,-0.007
18/01/90 02:00,0,0,0.8999,22.34,0,-0.007
18/01/90 03:00,0,0,0.1,22.09,0,-0.007
18/01/90 04:00,0,0,0.2,21.85,0,-0.007
18/01/90 05:00,0,0,0.8999,21.68,0,-0.007
18/01/90 06:00,0,0.7986,0.2,21.68,0,-0.007
18/01/90 07:00,114.85,111.3,0.8999,22.89,26.269,33.149
18/01/90 08:00,234.79,233,0.8999,24.18,31.858,78.44
18/01/90 09:00,432.66,417.8,0.4,25.54,40.129,147.48
18/01/90 10:00,484.3,465.8,2.3,26.59,43.082,164.94
18/01/90 11:00,498.2,482,4.7999,27.34,44.478,170.42
18/01/90 12:00,517.28,495.3,4.2,27.9,45.884,177.82
18/01/90 13:00,619.12,567,2.3,28.49,50.37,212
18/01/90 14:00,447.34,417.4,3.2001,28.63,44.172,154.41
18/01/90 15:00,369,335.91,5.8,28.54,41.232,127.11
18/01/90 16:00,216.34,183.7,3.2001,28.02,35.231,72.168
18/01/90 17:00,23.776,25.197,3.4001,27.14,27.965,6.1544
18/01/90 18:00,0,0,2.6999,26.6,0,-0.007
18/01/90 19:00,0,0,4.2,26.06,0,-0.007
18/01/90 20:00,0,0,3.9,25.52,0,-0.007
18/01/90 21:00,0,0,4.4999,24.98,0,-0.007
