PVSYST 7.4.7
,File,File date,Description
Project,GRID CONNECTED WITHOUT SHADING_Project.PRJ,25/01/26 22h57,GRID CONNECTED WITHOUT SHADING,
Geographical Site,George Town_MN81.SIT,25/01/26 22h57,George Town;India;Asia;,
Weather data,George Town_MN81_SYN.MET,29/12/25 19h12,George Town;Meteonorm 8.1 (1996-2015);Synthetic,
Simulation variant,GRID CONNECTED WITHOUT SHADING_Project.VC0,25/03/26 20h37,New simulation variant,
Simulation date,,25/03/26 20h38

Simulation:,Hourly values, from 01/01/90, to 31/12/90 

date,GlobInc,GlobHor,T_Amb,WindVel,TArray,E_Grid
    ,W/m²,W/m²,°C,m/s,°C,kW

30/03/90 06:00,18.823,19.004,24.58,2.2,25.258,4.7876
30/03/90 07:00,206.76,250.31,26.48,1.8,32.945,64.928
30/03/90 08:00,437.58,488.2,28.4,2.5999,43.626,151.58
30/03/90 09:00,666.1,703.49,30.25,2.2,54.239,228.17
30/03/90 10:00,849.4,869.39,31.89,1.2001,62.982,282.66
30/03/90 11:00,972.12,971.21,33.22,2.7999,69.08,315.14
30/03/90 12:00,1027.8,1004.1,34.4,2,72.479,328.28
30/03/90 13:00,985.33,941.9,35.12,1.5001,71.56,316.09
30/03/90 14:00,867.01,809.5,35.39,3.1001,67.3,283.79
30/03/90 15:00,673.98,611.2,35.15,7.4001,59.588,226.48
30/03/90 16:00,424.68,367.9,34.23,8.1,49.185,144.88
30/03/90 17:00,171.33,135.6,32.83,7.7,38.254,52.332
30/03/90 18:00,0,0.7008,31.56,5.1001,0,-0.007
30/03/90 19:00,0,0,30.82,3.4001,0,-0.007
30/03/90 20:00,0,0,30.08,4.3,0,-0.007
30/03/90 21:00,0,0,29.34,5.4001,0,-0.007
30/03/90 22:00,0,0,28.59,4.6999,0,-0.007
30/03/90 23:00,0,0,27.85,3.4001,0,-0.007
31/03/90 00:00,0,0,27.32,2.5999,0,-0.007
31/03/90 01:00,0,0,26.73,1.8,0,-0.007
31/03/90 02:00,0,0,26.15,1.5001,0,-0.007
31/03/90 03:00,0,0,25.83,1.4001,0,-0.007
31/03/90 04:00,0,0,25.52,0.8999,0,-0.007
31/03/90 05:00,0,0,25.29,1.2001,0,-0.007
31/03/90 06:00,18.469,18.596,25.57,2,26.236,4.6441
31/03/90 07:00,201.87,241.7,27.5,1.2001,33.904,63.966
31/03/90 08:00,426.5,474.8,29.48,1.5001,44.338,147.32
31/03/90 09:00,646.89,683.4,31.38,2.2,54.677,221.14
31/03/90 10:00,794.44,813.1,32.89,1.2001,61.868,265.2
31/03/90 11:00,923.85,923.8,34.42,1.8,68.418,300.22
31/03/90 12:00,981.62,961.3,35.61,1.5001,71.872,314.1
31/03/90 13:00,929.19,892.6,36.32,4,70.563,299.08
31/03/90 14:00,825.38,774.41,36.59,2.7999,66.905,270.39
31/03/90 15:00,631.33,575.6,36.3,4.6999,59.161,212.33
31/03/90 16:00,423.08,369.01,35.42,3.4001,50.328,143.6
31/03/90 17:00,174.51,138.19,34.02,3.6001,39.534,52.914
31/03/90 18:00,0,1.092,32.47,3.6001,0,-0.007
31/03/90 19:00,0,0,31.75,2.5999,0,-0.007
31/03/90 20:00,0,0,30.91,1.6001,0,-0.007
31/03/90 21:00,0,0,30.08,1.2001,0,-0.007
31/03/90 22:00,0,0,29.24,1.8,0,-0.007
31/03/90 23:00,0,0,28.4,2,0,-0.007
01/04/90 00:00,0,0,27.81,1.3001,0,-0.007
01/04/90 01:00,0,0,27.17,1.5001,0,-0.007
01/04/90 02:00,0,0,26.53,3.2001,0,-0.007
01/04/90 03:00,0,0,26.19,2.4999,0,-0.007
01/04/90 04:00,0,0,25.84,1.1001,0,-0.007
01/04/90 05:00,0,0,25.6,1.3001,0,-0.007
01/04/90 06:00,23.44,24.007,25.92,1.2001,26.761,6.3494
01/04/90 07:00,206.48,248.91,27.6,1.6001,34.136,65.313
01/04/90 08:00,436.07,487.59,29.34,0.8999,44.533,150.59
01/04/90 09:00,638,675.3,30.91,1.8,53.858,218.68
01/04/90 10:00,843.17,865.6,32.41,2.7999,63.243,279.98
01/04/90 11:00,866.31,867.09,33.39,4.4,65.148,285.51
01/04/90 12:00,851.28,835,34.1,6.7999,65.313,280.48
01/04/90 13:00,747.48,725.81,34.38,7.1001,61.563,249.33
01/04/90 14:00,641.11,614,34.37,6.2,57.56,217.07
01/04/90 15:00,549.4,513.9,34.09,4.4,53.813,187.93
01/04/90 16:00,359.1,320.41,33.33,5.1001,45.939,123.44
01/04/90 17:00,134.35,112.9,32.33,5.4001,36.663,41.317
01/04/90 18:00,0,0.7986,31.24,4.3,0,-0.007
01/04/90 19:00,0,0,30.51,2.1,0,-0.007
01/04/90 20:00,0,0,29.77,2.4999,0,-0.007
01/04/90 21:00,0,0,29.04,2.1,0,-0.007
01/04/90 22:00,0,0,28.31,2.4999,0,-0.007
01/04/90 23:00,0,0,27.58,2.7999,0,-0.007
02/04/90 00:00,0,0,27.06,2.1,0,-0.007
02/04/90 01:00,0,0,26.52,2.7999,0,-0.007
02/04/90 02:00,0,0,25.98,4.3,0,-0.007
02/04/90 03:00,0,0,25.69,3.6001,0,-0.007
02/04/90 04:00,0,0,25.4,2.4999,0,-0.007
02/04/90 05:00,0,0,25.2,3.1001,0,-0.007
02/04/90 06:00,21.624,22.003,25.52,4.5999,26.296,5.7297
02/04/90 07:00,205.51,247.29,27.29,5.8,33.814,65.283
02/04/90 08:00,415.61,459.4,28.99,5.8,43.468,144.04
02/04/90 09:00,617.41,653.1,30.6,9.5001,52.772,212.39
02/04/90 10:00,795.4,816.6,32.07,5.8,61.079,266.51
02/04/90 11:00,907.53,909.8,33.27,4.4,66.615,297.27
02/04/90 12:00,932.77,915.6,34.26,5.4001,68.612,302.97
02/04/90 13:00,907.94,874.3,34.9,5.1001,68.297,295.23
02/04/90 14:00,847.9,797,35.23,5.8,66.38,278.44
02/04/90 15:00,684.69,624.5,35.17,5.1001,60.011,229.72
02/04/90 16:00,444.85,386.3,34.45,4.1,50.109,151.21
02/04/90 17:00,184.97,143.9,33.23,6.7999,38.994,55.679
02/04/90 18:00,0,1.4016,32.04,5.8,0,-0.007
02/04/90 19:00,0,0,31.21,4.4,0,-0.007
02/04/90 20:00,0,0,30.37,4.7999,0,-0.007
02/04/90 21:00,0,0,29.54,4.5999,0,-0.007
02/04/90 22:00,0,0,28.71,3.9,0,-0.007
02/04/90 23:00,0,0,27.87,3.2001,0,-0.007
03/04/90 00:00,0,0,27.18,3.6001,0,-0.007
03/04/90 01:00,0,0,26.43,2.7999,0,-0.007
03/04/90 02:00,0,0,25.67,4.4,0,-0.007
03/04/90 03:00,0,0,25.25,2.4999,0,-0.007
03/04/90 04:00,0,0,24.84,1.3001,0,-0.007
03/04/90 05:00,0,0,24.54,1.8,0,-0.007
03/04/90 06:00,21.469,21.807,24.78,2.3,25.551,5.699
03/04/90 07:00,205.14,246.61,26.32,1.6001,32.842,65.575
03/04/90 08:00,418.28,464.91,27.84,2.4999,42.397,145.59
03/04/90 09:00,627.22,664.7,29.28,2.1,51.785,216.59
03/04/90 10:00,797.91,820.4,30.56,2.9999,59.625,268.92
03/04/90 11:00,896.44,899.81,31.59,2.7999,64.46,296.29
03/04/90 12:00,960.13,943.91,32.39,2.1,67.73,312.81
03/04/90 13:00,908.45,875.1,32.76,2.1,66.147,298.33
03/04/90 14:00,805.78,759.2,32.94,2.4999,62.423,269.01
03/04/90 15:00,637.63,584.7,32.72,2.7999,55.735,217.35
03/04/90 16:00,399.74,354,32.13,2.1,46.152,137.59
03/04/90 17:00,160.87,129.51,31.09,2,36.149,49.043
03/04/90 18:00,0,0.8964,29.96,0.5999,0,-0.007
03/04/90 19:00,0,0,29.21,0.4,0,-0.007
03/04/90 20:00,0,0,28.45,0,0,-0.007
03/04/90 21:00,0,0,27.7,0.2,0,-0.007
03/04/90 22:00,0,0,26.95,0.1,0,-0.007
03/04/90 23:00,0,0,26.19,0.2,0,-0.007
04/04/90 00:00,0,0,25.79,0.1,0,-0.007
04/04/90 01:00,0,0,25.32,0.1,0,-0.007
04/04/90 02:00,0,0,24.85,0.3,0,-0.007
04/04/90 03:00,0,0,24.59,0.4,0,-0.007
04/04/90 04:00,0,0,24.46,0.2,0,-0.007
04/04/90 05:00,0,0,24.23,0.2,0,-0.007
04/04/90 06:00,22.583,22.997,24.55,0.1,25.36,6.0942
04/04/90 07:00,239,300.2,26.37,0.4999,33.761,74.631
04/04/90 08:00,497.19,567.4,28.28,0.6999,45.611,171.45
04/04/90 09:00,752.81,811.7,30.09,0.6999,57.334,255.08
04/04/90 10:00,944.15,975.4,31.63,0.5999,66.322,309.41
04/04/90 11:00,587.74,593.4,31.71,0.5999,52.815,202.12
04/04/90 12:00,594.8,592.1,31.75,1.5001,53.119,204.35
04/04/90 13:00,582.17,579.2,31.74,0.6999,52.547,199.51
04/04/90 14:00,489.25,483.6,31.49,0.7999,48.907,169.62
04/04/90 15:00,371.82,365.19,30.98,0.6999,44.118,129.92
04/04/90 16:00,233.44,227.39,30.24,1.3001,38.397,81.027
04/04/90 17:00,83.475,80.594,29.32,0.9999,32.165,26.535
04/04/90 18:00,0,0.7008,28.37,0.5999,0,-0.007
04/04/90 19:00,0,0,28.09,0.6999,0,-0.007
04/04/90 20:00,0,0,27.82,0.5999,0,-0.007
04/04/90 21:00,0,0,27.54,2,0,-0.007
04/04/90 22:00,0,0,27.26,1.5001,0,-0.007
04/04/90 23:00,0,0,26.98,2,0,-0.007
05/04/90 00:00,0,0,26.98,2.7999,0,-0.007
05/04/90 01:00,0,0,26.98,2.1,0,-0.007
05/04/90 02:00,0,0,26.98,3.6001,0,-0.007
05/04/90 03:00,0,0,26.98,3.4001,0,-0.007
05/04/90 04:00,0,0,26.98,1.8,0,-0.007
05/04/90 05:00,0,0,26.97,1.6001,0,-0.007
05/04/90 06:00,22.752,23.192,27.35,2.9999,28.167,6.0645
05/04/90 07:00,233.01,290.4,29.53,2.7999,36.808,72.314
05/04/90 08:00,485.98,556,31.7,2,48.692,165.56
05/04/90 09:00,739.82,798.5,33.81,1.2001,60.659,247.39
05/04/90 10:00,928.06,959.99,35.81,1.3001,70.017,299.6
05/04/90 11:00,644.9,652.11,36.19,2.4999,59.515,216.26
05/04/90 12:00,666.74,664.1,36.5,1.5001,60.645,222.61
05/04/90 13:00,644.3,634.99,36.66,1.2001,59.934,215.34
05/04/90 14:00,532.53,519.7,36.47,1.2001,55.612,180.78
05/04/90 15:00,403.33,394.9,35.93,1.6001,50.267,137.99
05/04/90 16:00,261.74,253.09,35.08,3.6001,44.264,89.273
05/04/90 17:00,100.73,95.1,33.96,2.7999,37.358,31.479
05/04/90 18:00,0,0.7008,32.79,2.4999,0,-0.007
05/04/90 19:00,0,0,32.48,2.9999,0,-0.007
05/04/90 20:00,0,0,32.1,2.7999,0,-0.007
05/04/90 21:00,0,0,31.71,2.9999,0,-0.007
05/04/90 22:00,0,0,31.32,2.3,0,-0.007
05/04/90 23:00,0,0,30.94,1.8,0,-0.007
06/04/90 00:00,0,0,28.98,2.3,0,-0.007
06/04/90 01:00,0,0,28.18,1.6001,0,-0.007
06/04/90 02:00,0,0,29.09,1.6001,0,-0.007
06/04/90 03:00,0,0,29.22,2.1,0,-0.007
06/04/90 04:00,0,0,29.29,1.3001,0,-0.007
06/04/90 05:00,0,0,29.23,1.8,0,-0.007
06/04/90 06:00,24.41,25.001,29.65,1.6001,30.527,6.5622
06/04/90 07:00,173.91,200.7,31.08,1.5001,36.808,55.918
06/04/90 08:00,183.85,191.99,31.35,1.1001,37.78,63.023
06/04/90 09:00,61.047,62.992,30.89,1.2001,33.048,19.293
06/04/90 10:00,167.38,172.7,31.25,1.1001,37.119,57.315
06/04/90 11:00,181.27,186.5,31.46,1.5001,37.82,62.27
06/04/90 12:00,351.57,354.89,31.44,1.5001,43.889,123.03
06/04/90 13:00,435.31,435.41,31.47,2,46.938,151.63
06/04/90 14:00,746.71,711.71,33.33,2,60.515,250.63
06/04/90 15:00,684.99,630.01,34.04,1.6001,58.852,230.76
06/04/90 16:00,456.26,404.7,34.21,1.2001,50.242,154.81
06/04/90 17:00,179.19,148.49,33.78,0.5999,39.441,54.477
06/04/90 18:00,0,3.4063,33.06,0.6999,0,-0.007
06/04/90 19:00,0,0,32.59,0.8999,0,-0.007
06/04/90 20:00,0,0,32.28,1.8,0,-0.007
06/04/90 21:00,0,0,31.86,2.9999,0,-0.007
06/04/90 22:00,0,0,31.44,2.7999,0,-0.007
06/04/90 23:00,0,0,30.82,3.4001,0,-0.007
07/04/90 00:00,0,0,30.68,3.4001,0,-0.007
07/04/90 01:00,0,0,30.35,3.1001,0,-0.007
07/04/90 02:00,0,0,30.02,2,0,-0.007
07/04/90 03:00,0,0,29.85,2,0,-0.007
07/04/90 04:00,0,0,29.69,1.6001,0,-0.007
07/04/90 05:00,0,0,29.59,1.8,0,-0.007
07/04/90 06:00,15.61,15.5,29.83,2.9999,30.398,3.5817
07/04/90 07:00,91.263,95.198,30.45,4.3,33.647,30
07/04/90 08:00,40.307,41.495,30.44,3.6001,31.874,12.034
07/04/90 09:00,170.07,176.1,30.76,3.9,36.719,58.373
07/04/90 10:00,331.92,342.8,31.73,3.2001,43.4,115.35
07/04/90 11:00,428.8,436.4,32.51,2.4999,47.742,148.68
07/04/90 12:00,599.83,598.6,33.6,3.4001,55.192,204.44
07/04/90 13:00,659.65,650.39,34.53,3.4001,58.356,222.16
07/04/90 14:00,629.83,607.6,35.18,4.7999,57.965,212.86
07/04/90 15:00,403.83,391.3,35.3,5.1001,49.672,138.74
07/04/90 16:00,278.44,265.5,35.12,6.2,44.887,94.999
07/04/90 17:00,116.34,105.6,34.53,4.7999,38.371,35.877
07/04/90 18:00,0,2.4936,33.84,4.7999,0,-0.007
07/04/90 19:00,0,0,33.07,5.4001,0,-0.007
07/04/90 20:00,0,0,32.44,5.1001,0,-0.007
07/04/90 21:00,0,0,31.76,5.4001,0,-0.007
07/04/90 22:00,0,0,31.07,5.1001,0,-0.007
07/04/90 23:00,0,0,30.39,4.7999,0,-0.007
08/04/90 00:00,0,0,29.65,4.1,0,-0.007
08/04/90 01:00,0,0,28.87,3.2001,0,-0.007
08/04/90 02:00,0,0,28.08,2.9999,0,-0.007
08/04/90 03:00,0,0,27.67,3.2001,0,-0.007
08/04/90 04:00,0,0,27.25,2.4999,0,-0.007
08/04/90 05:00,0,0,26.96,3.9,0,-0.007
08/04/90 06:00,25.318,25.996,27.31,4.1,28.217,6.9516
08/04/90 07:00,218.79,271.8,29.13,4.1,36.013,68.4
08/04/90 08:00,455.54,518.4,30.95,3.9,46.866,156.19
08/04/90 09:00,689.46,741.5,32.58,4.1,57.508,233.35
08/04/90 10:00,868.95,902.71,34.29,3.9,66.223,285.52
08/04/90 11:00,984.89,997.01,35.68,5.4001,72.138,315.32
08/04/90 12:00,1011.6,1001.6,36.66,5.4001,74.186,320.87
08/04/90 13:00,970.29,940.31,37.26,6.4999,73.188,309.21
08/04/90 14:00,846.86,802.99,37.45,7.5001,68.632,275.59
08/04/90 15:00,655.59,605.7,37.16,5.8,60.943,218.96
08/04/90 16:00,411.1,365.31,36.27,5.4001,50.722,138.82
08/04/90 17:00,161.97,132.8,34.96,4.4,40.022,48.105
08/04/90 18:00,0,0.7008,33.55,3.6001,0,-0.007
08/04/90 19:00,0,0,32.56,1.6001,0,-0.007
08/04/90 20:00,0,0,31.78,1.2001,0,-0.007
08/04/90 21:00,0,0,30.91,1.3001,0,-0.007
08/04/90 22:00,0,0,30.03,1.6001,0,-0.007
08/04/90 23:00,0,0,29.15,2.7999,0,-0.007
09/04/90 00:00,0,0,28.49,2.1,0,-0.007
09/04/90 01:00,0,0,27.78,0.8999,0,-0.007
09/04/90 02:00,0,0,27.07,0.7999,0,-0.007
09/04/90 03:00,0,0,26.69,2.7999,0,-0.007
09/04/90 04:00,0,0,26.31,1.5001,0,-0.007
09/04/90 05:00,0,0,26.04,1.8,0,-0.007
09/04/90 06:00,27.044,27.902,26.42,2,27.386,7.5834
09/04/90 07:00,230.15,285.59,28.36,3.4001,35.615,72.498
09/04/90 08:00,463.86,530.99,30.23,3.2001,46.429,159.38
09/04/90 09:00,691.55,746.19,31.98,5.1001,56.982,234.64
09/04/90 10:00,857.64,891.61,33.44,5.4001,64.903,283.25
09/04/90 11:00,960.73,973.99,34.77,6.4999,70.24,310
09/04/90 12:00,1002.9,994.6,35.75,6.2,72.898,319.85
09/04/90 13:00,967.68,939.2,36.35,8.1,72.146,309.76
09/04/90 14:00,855.53,812.2,36.56,8.1,68.056,279.12
09/04/90 15:00,670.62,619.7,36.3,6.7999,60.64,224.42
09/04/90 16:00,426.6,378.7,35.42,6.7999,50.404,144.31
09/04/90 17:00,177.34,143.2,34.09,7.5001,39.567,52.532
09/04/90 18:00,0,0.9942,32.64,5.4001,0,-0.007
09/04/90 19:00,0,0,32.08,3.2001,0,-0.007
09/04/90 20:00,0,0,31.42,3.9,0,-0.007
09/04/90 21:00,0,0,30.77,3.1001,0,-0.007
09/04/90 22:00,0,0,30.11,2,0,-0.007
09/04/90 23:00,0,0,29.46,2.4999,0,-0.007
10/04/90 00:00,0,0,29.06,2.1,0,-0.007
10/04/90 01:00,0,0,28.65,2.4999,0,-0.007
10/04/90 02:00,0,0,28.24,2.9999,0,-0.007
10/04/90 03:00,0,0,28.02,2.7999,0,-0.007
10/04/90 04:00,0,0,27.81,2.1,0,-0.007
10/04/90 05:00,0,0,27.66,2.1,0,-0.007
10/04/90 06:00,26.637,27.397,28.07,2.3,29.024,7.3829
10/04/90 07:00,205.89,248.6,29.8,1.5001,36.425,65.519
10/04/90 08:00,421.73,474.1,31.56,1.8,46.3,144.75
10/04/90 09:00,633.11,678.9,33.2,1.8,56.012,215.14
10/04/90 10:00,774.26,803.21,34.77,4.1,63.046,257.36
10/04/90 11:00,865.48,876.6,36.02,4.1,67.842,282.25
10/04/90 12:00,898.01,890.79,36.95,5.1001,70.055,290.13
10/04/90 13:00,849.16,826.59,37.5,7.5001,68.735,275.9
10/04/90 14:00,742.94,710.31,37.69,5.8,64.869,245.25
10/04/90 15:00,559.01,525.19,37.39,4.5999,57.542,188.59
10/04/90 16:00,335.93,310.4,36.56,5.4001,48.355,113.85
10/04/90 17:00,129.66,112.9,35.36,5.4001,39.522,38.95
10/04/90 18:00,0,0.603,34.08,9.5001,0,-0.007
10/04/90 19:00,0,0,33.29,6.7999,0,-0.007
10/04/90 20:00,0,0,32.5,4.1,0,-0.007
10/04/90 21:00,0,0,31.91,4.5999,0,-0.007
10/04/90 22:00,0,0,31.21,4.4,0,-0.007
10/04/90 23:00,0,0,30.51,4.1,0,-0.007
11/04/90 00:00,0,0,29.9,3.1001,0,-0.007
11/04/90 01:00,0,0,29.24,2.7999,0,-0.007
11/04/90 02:00,0,0,28.58,1.5001,0,-0.007
11/04/90 03:00,0,0,28.23,2.4999,0,-0.007
11/04/90 04:00,0,0,27.87,1.8,0,-0.007
11/04/90 05:00,0,0,27.62,2,0,-0.007
11/04/90 06:00,28.104,29.092,28.04,1.8,29.045,7.891
11/04/90 07:00,221.69,276.69,30.02,1.3001,37.02,69.298
11/04/90 08:00,444.9,507.49,31.9,1.2001,47.46,152.18
11/04/90 09:00,666.42,717.3,33.7,0.8999,57.772,225.08
11/04/90 10:00,844.29,879.69,35.47,1.6001,66.463,276.95
11/04/90 11:00,958.41,974.4,36.93,2.3,72.38,306.49
11/04/90 12:00,979.31,975,37.95,2.7999,74.236,310.53
11/04/90 13:00,955.15,930.1,38.6,1.6001,73.974,303.37
11/04/90 14:00,835.97,796.8,38.82,1.3001,69.61,270.85
11/04/90 15:00,656.48,609.5,38.55,0.7999,62.403,218.03
11/04/90 16:00,423.72,378.3,37.66,0.6999,52.562,141.98
11/04/90 17:00,174.2,142.3,36.3,0.8999,41.681,50.975
11/04/90 18:00,0,1.092,34.79,0.7999,0,-0.007
11/04/90 19:00,0,0,33.62,0.9999,0,-0.007
11/04/90 20:00,0,0,32.44,0.8999,0,-0.007
11/04/90 21:00,0,0,31.52,0.8999,0,-0.007
11/04/90 22:00,0,0,30.47,0.9999,0,-0.007
11/04/90 23:00,0,0,29.43,0.6999,0,-0.007
12/04/90 00:00,0,0,28.64,0.6999,0,-0.007
12/04/90 01:00,0,0,27.78,0.7999,0,-0.007
12/04/90 02:00,0,0,26.93,2.4999,0,-0.007
12/04/90 03:00,0,0,26.47,3.6001,0,-0.007
12/04/90 04:00,0,0,26.01,2.4999,0,-0.007
12/04/90 05:00,0,0,25.68,2.4999,0,-0.007
12/04/90 06:00,28.942,30.005,26.07,3.9,27.103,8.2596
12/04/90 07:00,235.88,295.7,28.02,2.9999,35.452,74.446
12/04/90 08:00,467.99,540.81,29.86,3.9,46.204,161.02
12/04/90 09:00,693.08,751.8,31.55,5.4001,56.601,235.53
12/04/90 10:00,880.09,922,33,6.2,65.311,290.14
12/04/90 11:00,989.14,1007.3,34.35,6.4999,70.939,318.35
12/04/90 12:00,1020.3,1015.8,35.31,7.1001,73.143,325.14
12/04/90 13:00,975.53,954.09,35.88,7.5001,71.952,312.38
12/04/90 14:00,859.15,821.39,36.06,7.5001,67.664,280.61
12/04/90 15:00,665.66,619.2,35.75,8.1,59.883,223.34
12/04/90 16:00,425.73,381,34.85,5.8,49.78,144.21
12/04/90 17:00,171.87,141.31,33.51,5.8,38.804,50.824
12/04/90 18:00,0,0.7986,32.21,4.3,0,-0.007
12/04/90 19:00,0,0,31.46,3.6001,0,-0.007
12/04/90 20:00,0,0,30.71,2.9999,0,-0.007
12/04/90 21:00,0,0,29.96,2.1,0,-0.007
12/04/90 22:00,0,0,29.21,2.4999,0,-0.007
12/04/90 23:00,0,0,28.46,2,0,-0.007
13/04/90 00:00,0,0,28.01,2,0,-0.007
13/04/90 01:00,0,0,27.53,1.8,0,-0.007
13/04/90 02:00,0,0,27.06,1.5001,0,-0.007
13/04/90 03:00,0,0,26.81,2.4999,0,-0.007
13/04/90 04:00,0,0,26.56,1.3001,0,-0.007
13/04/90 05:00,0,0,26.38,1.5001,0,-0.007
13/04/90 06:00,30.462,31.7,26.81,1.6001,27.896,8.7617
13/04/90 07:00,261.47,337.89,28.95,1.2001,37.08,81.27
13/04/90 08:00,526.62,615.79,30.95,1.6001,49.382,179.32
13/04/90 09:00,781.4,856.09,32.7,1.3001,61.072,260.74
13/04/90 10:00,961.41,1007.2,34.42,1.6001,69.86,310.34
13/04/90 11:00,594.74,605.2,34.49,1.6001,55.911,202.12
13/04/90 12:00,591.67,597.29,34.51,1.1001,55.725,200.34
13/04/90 13:00,531.23,532.4,34.32,1.6001,53.316,181.4
13/04/90 14:00,455.47,453.81,33.94,3.2001,50.161,156.75
13/04/90 15:00,325.26,323.7,33.27,2.4999,44.757,112.73
13/04/90 16:00,153.88,156.9,32.45,2.7999,37.844,52.121
13/04/90 17:00,57.654,59.097,31.54,2,33.569,17.916
13/04/90 18:00,0,0.603,30.66,1.3001,0,-0.007
13/04/90 19:00,0,0,30.07,1.8,0,-0.007
13/04/90 20:00,0,0,29.48,2.3,0,-0.007
13/04/90 21:00,0,0,28.9,3.4001,0,-0.007
13/04/90 22:00,0,0,28.31,4.7999,0,-0.007
13/04/90 23:00,0,0,27.73,8.1,0,-0.007
14/04/90 00:00,0,0,27.26,6.7999,0,-0.007
14/04/90 01:00,0,0,26.75,7.5001,0,-0.007
14/04/90 02:00,0,0,26.24,11.7,0,-0.007
14/04/90 03:00,0,0,25.96,7.1001,0,-0.007
14/04/90 04:00,0,0,25.68,5.8,0,-0.007
14/04/90 05:00,0,0,25.49,8.1,0,-0.007
14/04/90 06:00,29.901,31.097,25.93,5.1001,26.996,8.6022
14/04/90 07:00,203.77,244.99,27.54,8.1,34.131,65.898
14/04/90 08:00,403.5,452.31,29.12,8.1,43.193,140.08
14/04/90 09:00,593.19,636.39,30.6,8.7999,51.867,204.59
14/04/90 10:00,745.99,777.8,31.9,8.1,59.052,252.12
14/04/90 11:00,812.93,827,32.81,6.7999,62.538,271.06
14/04/90 12:00,822.2,819.9,33.57,9.2001,63.669,272.86
14/04/90 13:00,792,775.91,34.04,8.7999,62.978,263.39
14/04/90 14:00,668.51,649.69,34.15,7.5001,58.35,225.64
14/04/90 15:00,501.32,480,33.81,5.1001,51.745,172.39
14/04/90 16:00,300.22,287.7,33,6.4999,43.497,103.23
14/04/90 17:00,109.21,101.7,32.05,6.7999,35.653,33.904
14/04/90 18:00,0,0.603,30.98,5.8,0,-0.007
14/04/90 19:00,0,0,30.54,6.7999,0,-0.007
14/04/90 20:00,0,0,30.1,6.2,0,-0.007
14/04/90 21:00,0,0,29.66,3.9,0,-0.007
14/04/90 22:00,0,0,29.22,3.6001,0,-0.007
14/04/90 23:00,0,0,28.78,4.4,0,-0.007
15/04/90 00:00,0,0,28.54,5.1001,0,-0.007
15/04/90 01:00,0,0,28.3,5.4001,0,-0.007
15/04/90 02:00,0,0,28.07,7.1001,0,-0.007
15/04/90 03:00,0,0,27.95,6.2,0,-0.007
15/04/90 04:00,0,0,27.84,11.7,0,-0.007
15/04/90 05:00,0,0,27.76,9.2001,0,-0.007
15/04/90 06:00,37.674,40.697,28.31,6.7999,29.65,11.224
15/04/90 07:00,249.43,320.7,30.19,7.1001,38.001,77.53
15/04/90 08:00,441.95,502.99,31.63,7.1001,47.088,151.42
15/04/90 09:00,583.41,625.7,32.67,7.5001,53.578,199.49
15/04/90 10:00,770.89,804.4,33.98,10.3,62.082,257.02
15/04/90 11:00,383.13,391.69,33.82,10.3,47.433,132.63
15/04/90 12:00,515.77,521.7,33.99,8.1,52.406,176.55
15/04/90 13:00,516.77,518.71,34.11,6.2,52.579,176.92
15/04/90 14:00,125.5,129.29,33.16,6.4999,37.574,41.961
15/04/90 15:00,238.93,243.1,32.69,9.8,41.087,82.469
15/04/90 16:00,28.979,30.2,32.01,11.7,33.049,8.0396
15/04/90 17:00,10.592,11.197,31.32,8.7999,31.715,1.9473
15/04/90 18:00,0,0.603,30.73,6.2,0,-0.007
15/04/90 19:00,0,0,30.36,6.2,0,-0.007
15/04/90 20:00,0,0,30,4.7999,0,-0.007
15/04/90 21:00,0,0,29.63,4.3,0,-0.007
15/04/90 22:00,0,0,29.27,4.5999,0,-0.007
15/04/90 23:00,0,0,28.9,4.1,0,-0.007
16/04/90 00:00,0,0,28.51,2.1,0,-0.007
16/04/90 01:00,0,0,28.08,1.6001,0,-0.007
16/04/90 02:00,0,0,27.66,2.1,0,-0.007
16/04/90 03:00,0,0,27.43,2,0,-0.007
16/04/90 04:00,0,0,27.2,2.1,0,-0.007
16/04/90 05:00,0,0,27.04,2.4999,0,-0.007
16/04/90 06:00,21.817,22.003,27.37,2.7999,28.154,5.7412
16/04/90 07:00,174.99,200.3,28.79,3.9,34.615,57.569
16/04/90 08:00,303.43,327.5,29.92,3.4001,40.505,105.68
16/04/90 09:00,412.81,434.7,30.91,4.4,45.491,143.7
16/04/90 10:00,515.57,533.99,31.82,3.4001,50.243,178.49
16/04/90 11:00,585.75,599.3,32.47,0.9999,53.42,200.05
16/04/90 12:00,528.48,534.81,32.91,0.5999,51.773,181.46
16/04/90 13:00,521.37,523.69,33.21,0.8999,51.825,179
16/04/90 14:00,616.78,601.5,33.59,1.5001,55.843,210.05
16/04/90 15:00,523.16,501.4,33.71,1.5001,52.448,179.66
16/04/90 16:00,336.92,315.21,33.36,1.5001,45.136,115.46
16/04/90 17:00,160.9,139.9,32.61,1.6001,37.653,48.5
16/04/90 18:00,0,1.9069,31.86,1.8,0,-0.007
16/04/90 19:00,0,0,31.17,1.5001,0,-0.007
16/04/90 20:00,0,0,30.49,1.8,0,-0.007
16/04/90 21:00,0,0,29.8,3.2001,0,-0.007
