PVSYST 7.4.7
,File,File date,Description
Project,standalone without shading 24-03-2026_Project.PRJ,25/03/26 14h01,standalone without shading 24-03-2026,
Geographical Site,George Town_MN81.SIT,25/03/26 14h01,George Town;India;Asia;,
Weather data,George Town_MN81_SYN.MET,29/12/25 19h12,George Town;Meteonorm 8.1 (1996-2015);Synthetic,
Simulation variant,standalone without shading 24-03-2026_Project.VC0,25/03/26 14h01,New simulation variant,
Simulation date,,25/03/26 20h53

Simulation:,Hourly values, from 01/01/90, to 31/12/90 

date,GlobHor,WindVel,T_Amb,GlobInc,TArray,E_Load
    ,W/m²,m/s,°C,W/m²,°C,kW

01/01/90 00:00,0,0.6999,24.84,0,0,75
01/01/90 01:00,0,0.3,26.28,0,0,75
01/01/90 02:00,0,0.2,26.03,0,0,75
01/01/90 03:00,0,0.4999,25.98,0,0,75
01/01/90 04:00,0,0.4999,25.89,0,0,75
01/01/90 05:00,0,0.8999,25.84,0,0,75
01/01/90 06:00,0.9942,0.4999,25.83,0,0,75
01/01/90 07:00,45.097,1.5001,26.26,43.526,27.803,75
01/01/90 08:00,111.81,0.8999,26.8,108.61,30.597,75
01/01/90 09:00,182.7,3.7,27.4,178.55,33.637,75
01/01/90 10:00,242.3,2.3,27.93,238.4,36.267,75
01/01/90 11:00,261.6,1.9,28.41,258.21,37.45,75
01/01/90 12:00,239.5,2.3,28.67,235.8,36.92,75
01/01/90 13:00,217.91,2.6999,28.81,215.31,36.349,75
01/01/90 14:00,176.8,1.7,28.84,173.92,34.927,75
01/01/90 15:00,126.9,3.4001,28.66,124.37,33.018,75
01/01/90 16:00,61.998,1.5001,28.28,59.865,30.393,75
01/01/90 17:00,4.2049,2.1,27.69,0,0,75
01/01/90 18:00,0,1.1001,26.87,0,0,75
01/01/90 19:00,0,1.1001,27.03,0,0,75
01/01/90 20:00,0,1.2001,26.31,0,0,75
01/01/90 21:00,0,0.4,26.14,0,0,75
01/01/90 22:00,0,0.2,25.89,0,0,75
01/01/90 23:00,0,0.2,25.62,0,0,75
02/01/90 00:00,0,0.3,25.19,0,0,75
02/01/90 01:00,0,2.1,24.76,0,0,75
02/01/90 02:00,0,3.7,24.44,0,0,75
02/01/90 03:00,0,2.4999,24.18,0,0,75
02/01/90 04:00,0,3.4001,23.92,0,0,75
02/01/90 05:00,0,1.9,23.74,0,0,75
02/01/90 06:00,1.2061,2.4999,23.74,0,0,75
02/01/90 07:00,91.905,0.5999,24.53,92.402,27.625,75
02/01/90 08:00,257.9,0.8999,25.81,266.19,35.02,75
02/01/90 09:00,399.3,0.7999,27.1,416.85,41.828,75
02/01/90 10:00,472.5,1.2001,28.13,495.99,45.763,75
02/01/90 11:00,570.4,0.4999,29.12,610.11,51.004,75
02/01/90 12:00,529.9,1.7,29.71,570.36,50.131,75
02/01/90 13:00,361.1,2.1,29.76,364.84,42.6,75
02/01/90 14:00,301.6,0.8999,29.62,306.33,40.383,75
02/01/90 15:00,282.9,1.7,29.45,310.42,40.398,75
02/01/90 16:00,144.5,0.8999,28.92,164.98,34.673,75
02/01/90 17:00,4.1071,1.2001,28.1,0,0,75
02/01/90 18:00,0,0.3,27.55,0,0,75
02/01/90 19:00,0,0.2,27,0,0,75
02/01/90 20:00,0,0.1,26.44,0,0,75
02/01/90 21:00,0,0.1,25.89,0,0,75
02/01/90 22:00,0,0,25.33,0,0,75
02/01/90 23:00,0,0,24.78,0,0,75
03/01/90 00:00,0,0,24.43,0,0,75
03/01/90 01:00,0,0,23.87,0,0,75
03/01/90 02:00,0,0.1,23.31,0,0,75
03/01/90 03:00,0,0.1,23.02,0,0,75
03/01/90 04:00,0,0.1,22.73,0,0,75
03/01/90 05:00,0,0.1,22.53,0,0,75
03/01/90 06:00,1.695,0.1,22.56,0,0,75
03/01/90 07:00,140.6,0.2,24.09,153.78,28.748,75
03/01/90 08:00,308.8,0.4999,25.54,328.23,36.864,75
03/01/90 09:00,412.8,0.8999,26.79,431.49,42.041,75
03/01/90 10:00,580,3.2001,28.19,623.32,50.539,75
03/01/90 11:00,772.5,3.2001,29.74,860.7,61.156,75
03/01/90 12:00,696.7,4.2,30.63,785.35,59.207,75
03/01/90 13:00,674.21,2.6999,31.25,782.07,59.749,75
03/01/90 14:00,595.5,1.2001,31.55,726,57.933,75
03/01/90 15:00,429.6,2.1,31.42,549.51,51.142,75
03/01/90 16:00,226.71,5.4001,30.71,314.77,41.671,75
03/01/90 17:00,20.699,9.1001,29.55,19.234,30.25,75
03/01/90 18:00,0,6.4,28.81,0,0,75
03/01/90 19:00,0,2.4999,28.08,0,0,75
03/01/90 20:00,0,1.9,27.35,0,0,75
03/01/90 21:00,0,2.1,26.62,0,0,75
03/01/90 22:00,0,1.5001,25.89,0,0,75
03/01/90 23:00,0,1.5001,25.16,0,0,75
04/01/90 00:00,0,1.2001,24.64,0,0,75
04/01/90 01:00,0,1.1001,23.84,0,0,75
04/01/90 02:00,0,2.4999,23.03,0,0,75
04/01/90 03:00,0,2.8999,22.61,0,0,75
04/01/90 04:00,0,3.4001,22.19,0,0,75
04/01/90 05:00,0,1.1001,21.9,0,0,75
04/01/90 06:00,0.9942,0.3,21.88,0,0,75
04/01/90 07:00,116.79,0.3,23.07,121.02,26.967,75
04/01/90 08:00,288.3,0.4,24.5,305.08,35.016,75
04/01/90 09:00,471.99,0.3,26.02,504.33,43.932,75
04/01/90 10:00,580.3,0.7999,27.32,624.74,49.718,75
04/01/90 11:00,705.69,0.6999,28.56,784.19,57.059,75
04/01/90 12:00,713.4,2.4999,29.45,808.29,58.891,75
04/01/90 13:00,690.9,0.7999,30.06,803.05,59.329,75
04/01/90 14:00,588.01,0.4999,30.32,710.4,56.077,75
04/01/90 15:00,401.99,0.5999,30.11,505.14,48.175,75
04/01/90 16:00,191.8,0.8999,29.32,251.12,38.06,75
04/01/90 17:00,18.906,1.7,28.22,17.313,28.853,75
04/01/90 18:00,0,1.5001,27.56,0,0,75
04/01/90 19:00,0,1.9,26.9,0,0,75
04/01/90 20:00,0,0.4,26.24,0,0,75
04/01/90 21:00,0,0.8999,25.58,0,0,75
04/01/90 22:00,0,0.6999,24.92,0,0,75
04/01/90 23:00,0,0.6999,24.38,0,0,75
05/01/90 00:00,0,2.4999,23.79,0,0,75
05/01/90 01:00,0,3.2001,23.17,0,0,75
05/01/90 02:00,0,2.4999,22.54,0,0,75
05/01/90 03:00,0,1.2001,22.2,0,0,75
05/01/90 04:00,0,2.3,21.87,0,0,75
05/01/90 05:00,0,1.4001,21.63,0,0,75
05/01/90 06:00,3.5041,2.1,21.67,0,0,75
05/01/90 07:00,151.51,0.8999,23.28,164.49,28.27,75
05/01/90 08:00,376.89,0.7999,25.2,410.94,39.347,75
05/01/90 09:00,485.6,0.5999,26.66,518.31,45.083,75
05/01/90 10:00,574.49,0.4,27.86,617.72,50.007,75
05/01/90 11:00,612.21,0.5999,28.77,664.09,52.688,75
05/01/90 12:00,437.7,0.6999,28.93,454.91,45.053,75
05/01/90 13:00,523.01,2.1,29.25,571.7,49.717,75
05/01/90 14:00,477.41,1.9,29.39,536.44,48.56,75
05/01/90 15:00,382.7,1.9,29.28,463.41,45.784,75
05/01/90 16:00,254.4,3.7,28.8,356.93,41.219,75
05/01/90 17:00,30.2,4.7999,27.78,30.07,28.847,75
05/01/90 18:00,0,3.7,27.01,0,0,75
05/01/90 19:00,0,0.8999,26.24,0,0,75
05/01/90 20:00,0,2.1,25.47,0,0,75
05/01/90 21:00,0,1.9,24.7,0,0,75
05/01/90 22:00,0,1.1001,24,0,0,75
05/01/90 23:00,0,1.5001,23.11,0,0,75
06/01/90 00:00,0,3.2001,22.43,0,0,75
06/01/90 01:00,0,3.2001,21.71,0,0,75
06/01/90 02:00,0,3.7,21,0,0,75
06/01/90 03:00,0,2.8999,20.62,0,0,75
06/01/90 04:00,0,1.5001,20.25,0,0,75
06/01/90 05:00,0,1.2001,19.99,0,0,75
06/01/90 06:00,2.0047,1.5001,20,0,0,75
06/01/90 07:00,143.1,1.5001,21.51,157.34,26.211,75
06/01/90 08:00,352.4,1.4001,23.5,384.09,36.693,75
06/01/90 09:00,567.5,0.6999,25.37,623.03,47.671,75
06/01/90 10:00,723.51,1.2001,27.07,802.62,56.208,75
06/01/90 11:00,777.5,2.4999,28.37,870.64,60.17,75
06/01/90 12:00,811.31,4.4999,29.38,928.92,63.445,75
06/01/90 13:00,732.8,5.8,29.94,858.71,61.343,75
06/01/90 14:00,616.1,6.4,30.13,750.18,57.391,75
06/01/90 15:00,438,4.2,29.82,566.56,50.157,75
06/01/90 16:00,229.59,1.4001,28.96,309.19,39.722,75
06/01/90 17:00,20.992,0.3,27.68,19.508,28.388,75
06/01/90 18:00,0,0.3,26.96,0,0,75
06/01/90 19:00,0,0.1,26.25,0,0,75
06/01/90 20:00,0,0.2,25.54,0,0,75
06/01/90 21:00,0,0.1,24.83,0,0,75
06/01/90 22:00,0,0.1,24.21,0,0,75
06/01/90 23:00,0,0,23.39,0,0,75
07/01/90 00:00,0,0.1,22.72,0,0,75
07/01/90 01:00,0,0,22.02,0,0,75
07/01/90 02:00,0,0.1,21.32,0,0,75
07/01/90 03:00,0,0.2,20.95,0,0,75
07/01/90 04:00,0,0.2,20.59,0,0,75
07/01/90 05:00,0,0.1,20.34,0,0,75
07/01/90 06:00,1.7928,0.1,20.35,0,0,75
07/01/90 07:00,136.4,0.2,21.78,148.11,26.239,75
07/01/90 08:00,337.8,0.2,23.7,364.65,36.228,75
07/01/90 09:00,536,0.3,25.43,586.4,46.379,75
07/01/90 10:00,682.5,0.5999,27.03,753.61,54.307,75
07/01/90 11:00,792.91,1.1001,28.44,890.55,61.025,75
07/01/90 12:00,808.1,0.5999,29.48,925.05,63.405,75
07/01/90 13:00,763.19,2.1,30.14,897.64,63.049,75
07/01/90 14:00,622.61,2.3,30.36,753.41,57.729,75
07/01/90 15:00,426.39,0.8999,30.03,541.44,49.436,75
07/01/90 16:00,234.3,1.5001,29.2,322,40.414,75
07/01/90 17:00,20.796,1.7,27.93,19.269,28.63,75
07/01/90 18:00,0,2.1,27.26,0,0,75
07/01/90 19:00,0,2.3,26.6,0,0,75
07/01/90 20:00,0,1.2001,25.93,0,0,75
07/01/90 21:00,0,1.4001,25.27,0,0,75
07/01/90 22:00,0,0.8999,24.6,0,0,75
07/01/90 23:00,0,0.8999,24,0,0,75
08/01/90 00:00,0,0.4,23.38,0,0,75
08/01/90 01:00,0,0.5999,22.73,0,0,75
08/01/90 02:00,0,1.2001,22.08,0,0,75
08/01/90 03:00,0,0.4,21.74,0,0,75
08/01/90 04:00,0,0.1,21.41,0,0,75
08/01/90 05:00,0,0,21.18,0,0,75
08/01/90 06:00,1.695,0,21.19,0,0,75
08/01/90 07:00,126.9,0.1,22.46,136.83,26.63,75
08/01/90 08:00,294.1,0.2,24.02,310.78,34.714,75
08/01/90 09:00,464.11,0.5999,25.39,493.52,42.892,75
08/01/90 10:00,530.29,2.8999,26.47,558.6,46.361,75
08/01/90 11:00,571.2,3.9,27.32,608.8,49.115,75
08/01/90 12:00,605.49,6.4,28,664.78,51.929,75
08/01/90 13:00,609.6,9.1001,28.52,685.8,53.262,75
08/01/90 14:00,456.1,4.7999,28.61,509.44,46.782,75
08/01/90 15:00,271.01,1.5001,28.17,293.2,38.489,75
08/01/90 16:00,138.8,3.9,27.45,153.77,32.814,75
08/01/90 17:00,5.3947,3.9,26.5,0,0,75
08/01/90 18:00,0,2.4999,25.92,0,0,75
08/01/90 19:00,0,1.4001,25.34,0,0,75
08/01/90 20:00,0,1.4001,24.77,0,0,75
08/01/90 21:00,0,3.2001,24.29,0,0,75
08/01/90 22:00,0,2.8999,23.62,0,0,75
08/01/90 23:00,0,3.9,22.96,0,0,75
09/01/90 00:00,0,1.7,22.4,0,0,75
09/01/90 01:00,0,2.4999,21.86,0,0,75
09/01/90 02:00,0,3.2001,21.32,0,0,75
09/01/90 03:00,0,2.4999,21.06,0,0,75
09/01/90 04:00,0,1.1001,20.8,0,0,75
09/01/90 05:00,0,0.5999,20.63,0,0,75
09/01/90 06:00,2.7055,1.4001,20.7,0,0,75
09/01/90 07:00,169.6,1.4001,22.34,182.25,27.841,75
09/01/90 08:00,332.5,0.5999,23.95,356.04,36.187,75
09/01/90 09:00,488.41,1.9,25.26,526.29,43.976,75
09/01/90 10:00,580.3,2.4999,26.39,622.18,48.667,75
09/01/90 11:00,710.6,3.2001,27.52,787.07,56.1,75
09/01/90 12:00,719.5,1.9,28.35,812.32,57.913,75
09/01/90 13:00,683.9,1.2001,28.9,788.69,57.579,75
09/01/90 14:00,344.1,1.9,28.55,366.62,41.513,75
09/01/90 15:00,153.59,1.4001,27.72,151.56,33.021,75
09/01/90 16:00,64.899,1.5001,26.81,62.681,29.017,75
09/01/90 17:00,8.198,3.9,25.92,0,0,75
09/01/90 18:00,0,4.2,25.34,0,0,75
09/01/90 19:00,0,2.6999,24.75,0,0,75
09/01/90 20:00,0,1.9,24.27,0,0,75
09/01/90 21:00,0,1.4001,23.6,0,0,75
09/01/90 22:00,0,0.6999,22.93,0,0,75
09/01/90 23:00,0,0.8999,22.26,0,0,75
10/01/90 00:00,0,0.6999,21.5,0,0,75
10/01/90 01:00,0,2.1,20.7,0,0,75
10/01/90 02:00,0,1.1001,19.9,0,0,75
10/01/90 03:00,0,0.6999,19.48,0,0,75
10/01/90 04:00,0,0.6999,19.05,0,0,75
10/01/90 05:00,0,1.1001,18.76,0,0,75
10/01/90 06:00,1.695,0.6999,18.75,0,0,75
10/01/90 07:00,155.09,0.4999,20.39,170.23,25.34,75
10/01/90 08:00,389.4,0.8999,22.62,424.29,37.154,75
10/01/90 09:00,608.7,3.4001,24.73,665.14,48.569,75
10/01/90 10:00,777.99,6.8999,26.56,858.7,57.805,75
10/01/90 11:00,875.7,4.2,28.07,980.65,64.108,75
10/01/90 12:00,895,6.8999,29.2,1022.5,66.877,75
10/01/90 13:00,834.69,9.1001,29.89,980.62,65.989,75
10/01/90 14:00,707.19,11.4,30.14,866.32,61.825,75
10/01/90 15:00,514.79,10.5,29.88,675.15,54.246,75
10/01/90 16:00,281.09,6.4,28.97,395.28,42.757,75
10/01/90 17:00,23.893,12.4,27.51,22.553,28.324,75
10/01/90 18:00,0,8.4999,26.83,0,0,75
10/01/90 19:00,0,4.7999,26.15,0,0,75
10/01/90 20:00,0,1.7,25.48,0,0,75
10/01/90 21:00,0,0.3,24.8,0,0,75
10/01/90 22:00,0,0.4,24.22,0,0,75
10/01/90 23:00,0,0.8999,23.44,0,0,75
11/01/90 00:00,0,0.5999,22.88,0,0,75
11/01/90 01:00,0,0.6999,22.32,0,0,75
11/01/90 02:00,0,1.7,21.76,0,0,75
11/01/90 03:00,0,0.8999,21.48,0,0,75
11/01/90 04:00,0,0.8999,21.19,0,0,75
11/01/90 05:00,0,1.9,21,0,0,75
11/01/90 06:00,2.4936,1.5001,21.04,0,0,75
11/01/90 07:00,134.39,1.1001,22.46,144.9,26.791,75
11/01/90 08:00,302.61,3.9,24.13,319.47,35.113,75
11/01/90 09:00,460.5,4.2,25.51,488.4,42.828,75
11/01/90 10:00,600.8,3.2001,26.91,644.67,50.033,75
11/01/90 11:00,565.6,1.9,27.73,601.63,49.269,75
11/01/90 12:00,481.59,2.6999,28.09,504.04,45.999,75
11/01/90 13:00,615.4,0.5999,28.67,690.12,53.569,75
11/01/90 14:00,593.3,5.8,29.08,704.83,54.578,75
11/01/90 15:00,353.8,6.8999,28.87,407.84,43.331,75
11/01/90 16:00,152.7,6.4,28.11,171.61,34.098,75
11/01/90 17:00,14.098,9.8,27.12,12.478,27.583,75
11/01/90 18:00,0,5.4001,26.36,0,0,75
11/01/90 19:00,0,3.2001,25.61,0,0,75
11/01/90 20:00,0,1.9,24.85,0,0,75
11/01/90 21:00,0,1.9,24.19,0,0,75
11/01/90 22:00,0,1.7,23.32,0,0,75
11/01/90 23:00,0,2.4999,22.46,0,0,75
12/01/90 00:00,0,4.4999,21.63,0,0,75
12/01/90 01:00,0,3.2001,20.73,0,0,75
12/01/90 02:00,0,1.7,19.83,0,0,75
12/01/90 03:00,0,0.7999,19.34,0,0,75
12/01/90 04:00,0,0.4,18.86,0,0,75
12/01/90 05:00,0,0.4,18.51,0,0,75
12/01/90 06:00,1.9069,1.1001,18.48,0,0,75
12/01/90 07:00,142.4,0.2,19.86,153.08,24.414,75
12/01/90 08:00,348.99,0.2,21.7,374.53,34.525,75
12/01/90 09:00,534.3,0.4,23.55,580.71,44.245,75
12/01/90 10:00,693.1,0.4999,25.05,762.42,52.609,75
12/01/90 11:00,789.3,0.3,26.33,881.41,58.495,75
12/01/90 12:00,791.29,1.2001,27.23,897.69,60.017,75
12/01/90 13:00,731.2,1.7,27.75,853.47,58.905,75
12/01/90 14:00,628.7,1.5001,27.94,759.83,55.517,75
12/01/90 15:00,457,0.8999,27.69,583.34,48.599,75
12/01/90 16:00,251.4,1.9,26.9,343.84,38.872,75
12/01/90 17:00,25.001,3.2001,25.65,23.756,26.503,75
12/01/90 18:00,0,3.9,25.02,0,0,75
12/01/90 19:00,0,0.6999,24.51,0,0,75
12/01/90 20:00,0,0.6999,23.78,0,0,75
12/01/90 21:00,0,0.3,23.05,0,0,75
12/01/90 22:00,0,0.1,22.32,0,0,75
12/01/90 23:00,0,0,21.59,0,0,75
13/01/90 00:00,0,0.1,21.2,0,0,75
13/01/90 01:00,0,0.2,20.82,0,0,75
13/01/90 02:00,0,1.1001,20.43,0,0,75
13/01/90 03:00,0,3.4001,20.24,0,0,75
13/01/90 04:00,0,1.2001,20.05,0,0,75
13/01/90 05:00,0,2.1,19.92,0,0,75
13/01/90 06:00,3.4063,2.8999,20,0,0,75
13/01/90 07:00,120.49,1.9,21.38,128.44,25.286,75
13/01/90 08:00,269,1.5001,23,277.8,32.557,75
13/01/90 09:00,177.19,2.3,23.27,173.12,29.296,75
13/01/90 10:00,579.6,2.8999,25.09,617.84,47.162,75
13/01/90 11:00,487.71,1.5001,25.96,513.8,44.236,75
13/01/90 12:00,522.89,1.7,26.69,558.91,46.63,75
13/01/90 13:00,428.59,1.7,27,451.43,42.993,75
13/01/90 14:00,610.59,1.1001,27.65,722.81,53.779,75
13/01/90 15:00,531.4,0.8999,28.01,685.5,52.689,75
13/01/90 16:00,289.99,1.2001,27.75,405.11,41.881,75
13/01/90 17:00,40.093,2.3,26.8,47.601,28.425,75
13/01/90 18:00,0,5.1001,26.09,0,0,75
13/01/90 19:00,0,2.6999,25.38,0,0,75
13/01/90 20:00,0,0.8999,24.66,0,0,75
13/01/90 21:00,0,0.7999,24.02,0,0,75
13/01/90 22:00,0,2.4999,23.2,0,0,75
13/01/90 23:00,0,0.7999,22.38,0,0,75
14/01/90 00:00,0,0.6999,21.57,0,0,75
14/01/90 01:00,0,0.4999,20.7,0,0,75
14/01/90 02:00,0,0.1,19.83,0,0,75
14/01/90 03:00,0,0.1,19.38,0,0,75
14/01/90 04:00,0,0.1,18.92,0,0,75
14/01/90 05:00,0,0.1,18.6,0,0,75
14/01/90 06:00,1.5972,0,18.58,0,0,75
14/01/90 07:00,150.69,0.1,20.11,163.45,24.846,75
14/01/90 08:00,383.71,0.3,22.24,415.29,36.443,75
14/01/90 09:00,605.49,0.6999,24.46,658.31,48.039,75
14/01/90 10:00,770.1,0.4,26.08,846.04,56.831,75
14/01/90 11:00,868.81,0.4,27.53,968.43,63.076,75
14/01/90 12:00,880.3,0.1,28.59,999.78,65.362,75
14/01/90 13:00,830.6,0,29.26,970.19,64.93,75
14/01/90 14:00,693.89,0.3,29.48,842.35,60.236,75
14/01/90 15:00,505.41,0.8999,29.22,656.44,52.881,75
14/01/90 16:00,274.8,1.2001,28.33,376.86,41.482,75
14/01/90 17:00,25.604,1.9,26.94,24.314,27.814,75
14/01/90 18:00,0,1.2001,26.11,0,0,75
14/01/90 19:00,0,2.1,25.28,0,0,75
14/01/90 20:00,0,2.8999,24.6,0,0,75
14/01/90 21:00,0,1.7,23.64,0,0,75
14/01/90 22:00,0,1.5001,22.69,0,0,75
14/01/90 23:00,0,1.2001,21.74,0,0,75
15/01/90 00:00,0,1.2001,21.03,0,0,75
15/01/90 01:00,0,1.7,20.25,0,0,75
15/01/90 02:00,0,2.6999,19.47,0,0,75
15/01/90 03:00,0,4.2,19.05,0,0,75
15/01/90 04:00,0,3.4001,18.63,0,0,75
15/01/90 05:00,0,3.2001,18.32,0,0,75
15/01/90 06:00,1.4994,2.8999,18.28,0,0,75
15/01/90 07:00,115.99,3.9,19.39,121.18,23.122,75
15/01/90 08:00,303.29,1.9,21,321.9,32.02,75
15/01/90 09:00,474.19,1.4001,22.64,502.28,40.419,75
15/01/90 10:00,627.4,0.5999,24.24,680.12,48.666,75
15/01/90 11:00,728.4,0.4,25.34,803.64,54.491,75
15/01/90 12:00,794.1,0.4,26.35,897.75,59.11,75
15/01/90 13:00,738,1.1001,26.97,855.16,58.142,75
15/01/90 14:00,588.61,3.2001,27.14,697.02,52.318,75
15/01/90 15:00,444.4,6.8999,26.95,554.54,46.777,75
15/01/90 16:00,277.61,5.4001,26.33,379.9,39.57,75
15/01/90 17:00,34.405,6.4,25.18,34.201,26.388,75
15/01/90 18:00,0,9.1001,24.52,0,0,75
15/01/90 19:00,0,8.2,23.92,0,0,75
15/01/90 20:00,0,5.4001,23.16,0,0,75
15/01/90 21:00,0,5.1001,22.41,0,0,75
15/01/90 22:00,0,4.2,21.65,0,0,75
15/01/90 23:00,0,1.7,20.89,0,0,75
16/01/90 00:00,0,0.8999,20.48,0,0,75
16/01/90 01:00,0,1.4001,20.05,0,0,75
16/01/90 02:00,0,1.1001,19.63,0,0,75
16/01/90 03:00,0,0.2,19.41,0,0,75
16/01/90 04:00,0,0.1,19.19,0,0,75
16/01/90 05:00,0,0.3,19.04,0,0,75
16/01/90 06:00,1.3039,0.5999,19.06,0,0,75
16/01/90 07:00,130.3,0.5999,20.53,138.05,24.681,75
16/01/90 08:00,328.7,0.4999,22.52,349.37,34.487,75
16/01/90 09:00,504.2,2.3,24.51,539.95,43.707,75
16/01/90 10:00,648.6,1.7,25.99,704.13,51.357,75
16/01/90 11:00,731.49,2.1,27.33,808.02,56.716,75
16/01/90 12:00,746.1,2.4999,28.33,838.81,58.9,75
16/01/90 13:00,687.1,0.5999,28.94,786.68,57.541,75
16/01/90 14:00,602.59,1.4001,29.21,715.83,55.152,75
16/01/90 15:00,427,3.2001,29,528.88,47.924,75
16/01/90 16:00,258.8,1.5001,28.32,349.56,40.525,75
16/01/90 17:00,28.408,0.6999,27.09,27.397,28.069,75
16/01/90 18:00,0,1.9,26.41,0,0,75
16/01/90 19:00,0,1.7,25.72,0,0,75
16/01/90 20:00,0,0.4,25.04,0,0,75
16/01/90 21:00,0,0.2,24.49,0,0,75
16/01/90 22:00,0,0.4999,23.7,0,0,75
16/01/90 23:00,0,0.7999,22.91,0,0,75
17/01/90 00:00,0,1.2001,22.17,0,0,75
17/01/90 01:00,0,1.2001,21.38,0,0,75
17/01/90 02:00,0,2.3,20.59,0,0,75
17/01/90 03:00,0,1.7,20.17,0,0,75
17/01/90 04:00,0,0.4,19.74,0,0,75
17/01/90 05:00,0,0.3,19.45,0,0,75
17/01/90 06:00,1.4016,0.2,19.43,0,0,75
17/01/90 07:00,138.8,0.7999,20.88,147.11,25.243,75
17/01/90 08:00,349.91,1.9,22.87,372.61,35.627,75
17/01/90 09:00,550.99,3.4001,24.75,596.59,46.058,75
17/01/90 10:00,709.9,1.1001,26.41,777.86,54.59,75
17/01/90 11:00,803.91,2.8999,27.8,894.13,60.498,75
17/01/90 12:00,828.31,2.4999,28.85,938.17,63.245,75
17/01/90 13:00,741.09,3.7,29.42,856.52,60.71,75
17/01/90 14:00,640.5,7.3001,29.64,768.75,57.601,75
17/01/90 15:00,467.9,6.4,29.39,588.2,50.511,75
17/01/90 16:00,262.6,4.4999,28.58,354.34,40.96,75
17/01/90 17:00,27.495,2.1,27.27,26.312,28.213,75
17/01/90 18:00,0,1.5001,26.67,0,0,75
17/01/90 19:00,0,0.4999,26.07,0,0,75
17/01/90 20:00,0,0.6999,25.48,0,0,75
17/01/90 21:00,0,1.7,24.88,0,0,75
17/01/90 22:00,0,2.4999,24.4,0,0,75
17/01/90 23:00,0,1.9,23.71,0,0,75
18/01/90 00:00,0,1.9,23.27,0,0,75
18/01/90 01:00,0,0.8999,22.8,0,0,75
18/01/90 02:00,0,0.8999,22.34,0,0,75
18/01/90 03:00,0,0.1,22.09,0,0,75
18/01/90 04:00,0,0.2,21.85,0,0,75
18/01/90 05:00,0,0.8999,21.68,0,0,75
18/01/90 06:00,0.7986,0.2,21.68,0,0,75
18/01/90 07:00,111.3,0.8999,22.89,114.85,26.495,75
18/01/90 08:00,233,0.8999,24.18,234.79,32.283,75
18/01/90 09:00,417.8,0.4,25.54,432.66,40.811,75
18/01/90 10:00,465.8,2.3,26.59,484.3,43.768,75
18/01/90 11:00,482,4.7999,27.34,498.2,45.021,75
18/01/90 12:00,495.3,4.2,27.9,517.28,46.286,75
18/01/90 13:00,567,2.3,28.49,619.12,50.7,75
18/01/90 14:00,417.4,3.2001,28.63,447.34,44.5,75
18/01/90 15:00,335.91,5.8,28.54,369,41.57,75
18/01/90 16:00,183.7,3.2001,28.02,216.34,35.572,75
18/01/90 17:00,25.197,3.4001,27.14,23.776,27.996,75
18/01/90 18:00,0,2.6999,26.6,0,0,75
18/01/90 19:00,0,4.2,26.06,0,0,75
18/01/90 20:00,0,3.9,25.52,0,0,75
18/01/90 21:00,0,4.4999,24.98,0,0,75
18/01/90 22:00,0,5.4001,24.58,0,0,75
18/01/90 23:00,0,4.4999,23.96,0,0,75
19/01/90 00:00,0,5.1001,23.44,0,0,75
19/01/90 01:00,0,1.7,22.91,0,0,75
19/01/90 02:00,0,1.1001,22.37,0,0,75
19/01/90 03:00,0,1.1001,22.09,0,0,75
19/01/90 04:00,0,1.4001,21.82,0,0,75
19/01/90 05:00,0,1.1001,21.62,0,0,75
19/01/90 06:00,0.7986,1.9,21.62,0,0,75
19/01/90 07:00,100.59,1.7,22.73,101.73,26.021,75
19/01/90 08:00,265.2,2.3,24.33,270.83,33.661,75
19/01/90 09:00,448.7,3.7,25.81,471.29,42.506,75
19/01/90 10:00,592.19,3.9,27.32,630.71,49.936,75
19/01/90 11:00,621.3,7.3001,28.42,668.19,52.486,75
19/01/90 12:00,648.1,7.3001,29.28,708.83,54.885,75
19/01/90 13:00,588.3,4.2,29.76,653.18,53.306,75
19/01/90 14:00,587.79,4.2,30.14,677.53,54.606,75
19/01/90 15:00,472.3,3.4001,30.2,596.28,51.642,75
19/01/90 16:00,247.99,2.6999,29.62,320.27,40.823,75
19/01/90 17:00,32.906,4.2,28.53,32.38,29.681,75
19/01/90 18:00,0,3.2001,27.9,0,0,75
19/01/90 19:00,0,4.2,27.27,0,0,75
19/01/90 20:00,0,2.6999,26.64,0,0,75
19/01/90 21:00,0,2.1,26.01,0,0,75
19/01/90 22:00,0,3.2001,25.38,0,0,75
19/01/90 23:00,0,2.4999,24.75,0,0,75
20/01/90 00:00,0,1.4001,24.33,0,0,75
20/01/90 01:00,0,1.4001,23.7,0,0,75
20/01/90 02:00,0,1.1001,23.07,0,0,75
20/01/90 03:00,0,0.6999,22.74,0,0,75
20/01/90 04:00,0,0.3,22.42,0,0,75
20/01/90 05:00,0,0.4,22.19,0,0,75
20/01/90 06:00,0.7986,0.3,22.19,0,0,75
20/01/90 07:00,105.11,0.7999,23.35,107.94,26.749,75
20/01/90 08:00,181.81,2.1,24.3,178.55,30.489,75
20/01/90 09:00,263.7,1.4001,25,259.78,34.063,75
20/01/90 10:00,349.2,1.9,25.81,346.43,37.938,75
20/01/90 11:00,461.6,1.7,26.72,475.49,43.566,75
